"","river","climate","winter_mean_past","spring_mean_past","summer_mean_past","fall_mean_past","total_mean_past","total_min_past","total_max_past","total_Q_past","total_Q_min_past","total_Q_max_past","av_DOC_past","winter_mean_fut","spring_mean_fut","summer_mean_fut","fall_mean_fut","total_mean_fut","total_min_fut","total_max_fut","total_Q_fut","total_Q_min_fut","total_Q_max_fut","av_DOC_fut"
"25","Blackwood","C",0.000143235464200395,0.00108250764339228,0.00523763812355781,0.00153833169638863,0.00800171292753912,0.00704029093588191,0.00896313491919633,2.92094587603963,2.55350109302488,3.28839065905438,1.73658963142425,0.000127810884954857,0.000924287204569545,0.00380200102355141,0.000998027062965062,0.00585212617604088,0.00488975259839663,0.00686432654190006,2.33280466320213,1.97550238857409,2.69010693783017,1.56824394801017
"26","Brazos","C",0.0308099342394907,0.0241526118942725,0.0128369273012141,0.0218167203714653,0.0896161938064426,0.0761949289547298,0.103037458658155,27.4053047131396,23.3296376567289,31.4809717695503,2.96497114034428,0.0290740765421232,0.0216319610333934,0.0160660007788426,0.0210927997528365,0.0878648381071957,0.0725793169831071,0.10375417940852,26.6090254275191,22.3624358364059,30.8556150186323,3.00755684694062
"27","Burdekin","B",0.0307908458042497,0.0105575895947414,0.00123212517149562,0.00447930276767736,0.0470598633381641,0.0355371285706846,0.0585825981056436,15.2627175543492,11.6670422651966,18.8583928435018,1.78556079024693,0.0296075014893807,0.00602812066019955,0.000731549634228698,0.00984215787620481,0.0462093296600137,0.0337397124196561,0.0589595993281961,14.7081755855217,11.0140190531266,18.4023321179169,1.67193274965222
"28","Buzi","A",0.0978517525308296,0.0284507966350305,0.00467495396070939,0.0225359017531516,0.153513404879721,0.130746075946301,0.176280733813141,34.8113559520415,29.6770668046407,39.9456450994424,3.76604347527677,0.0933343213966812,0.0261349525000638,0.00484019463870509,0.0164007275844261,0.140710196119876,0.117687946530244,0.164405498114621,31.9962867073213,27.0295251641445,36.963048250498,3.696593222235
"29","Ca","C",0.00423816682089603,0.00989294411623115,0.0459564221662387,0.0448811779367029,0.104968711040069,0.0913036665655277,0.11863375551461,24.7092864416185,21.5174870951438,27.9010857880931,3.63914459793106,0.00446079141848106,0.00856960891785211,0.0485668627377594,0.0482796490303443,0.109876912104437,0.0932395578979568,0.126770411696576,25.7840965512262,22.0318506265174,29.536342475935,3.6317845679014
"30","Cavally","A",0.0113017698395675,0.0301704267969056,0.0507040488618547,0.0475768024107022,0.13975304790903,0.129861466453058,0.149644629365002,33.1308923585299,30.7814737975104,35.4803109195493,4.05048248412466,0.010481614166588,0.0246941352883922,0.0469295023843679,0.0487865464257525,0.130891798265101,0.120040161981978,0.1418176023318,31.1150583428841,28.6198568226012,33.6102598631671,4.02791302439391
"31","Chao Phraya","A",0.000679535317883273,0.0232601304533829,0.107444234965502,0.0583675213509039,0.189751422087672,0.163183359968176,0.216319484207167,47.5265045380293,40.738904898566,54.3141041774926,2.42707517883873,0.000782885015122834,0.0234956193653917,0.123586409788141,0.066104106312527,0.213969020481183,0.18165666746351,0.246993723216781,52.9653135615797,45.1405546702235,60.7900724529359,2.44517113474519
"32","Chira","B",0.00156096119098413,0.00266160218467178,0.000199613440060547,0.000122585445598142,0.0045447622613146,0.00412644487374472,0.00496307964888448,1.71382223764512,1.56538053490462,1.86226394038562,1.79407944549871,0.00175286608264594,0.00277426006781815,0.000212685600246005,0.000120057756892484,0.00485986950760258,0.00432029968784654,0.00542101226441103,1.81216111895704,1.63966799875773,1.98465423915634,1.79485063471752
"33","Chubut","B",0.000591263266519266,0.00302547023310812,0.013831635773711,0.0078622821270463,0.0253106514003847,0.023672112661068,0.0269491901397015,7.19043078960134,6.7099336994843,7.67092787971839,2.56709969757701,0.000458357619221965,0.00269320462893749,0.0144607540613462,0.00504529266999187,0.0226576089794975,0.0208003745940657,0.0245829861310244,6.3596612671676,5.93299988657087,6.78632264776434,2.48683390606453
"34","Churchill Atlantic","D",0.00548093400582313,0.174690374409021,0.129917235675649,0.0562120243560265,0.366300568446519,0.340114462912081,0.392486673980958,74.1409621283536,69.0890230664789,79.1929011902284,3.55795479128392,0.0081351122364033,0.206837608894947,0.123103304128562,0.0722425639407621,0.410318589200674,0.364874114046977,0.457496144446669,82.4451318697778,75.5811578931789,89.3091058463766,3.93335687156298
"35","Churchill Hudson","D",0.022162116180532,0.626077056270956,0.132102171666078,0.0739771584382732,0.854318502555839,0.788066949343319,0.920570055768359,64.0539400749774,58.99511136732,69.1127687826349,9.11322894995826,0.0323884913075902,0.633986021988677,0.139246575763381,0.0905033799447219,0.89612446900437,0.781387067395058,1.01796764832813,66.2582089475057,60.6697368848513,71.84668101016,9.81083254223798
"36","Cimanuk","A",0.0183968911996555,0.00700339713064767,0.000543321076953812,0.00477750968701617,0.0307211190942732,0.0280762998206616,0.0333659383678847,7.37385844358406,6.72044825150648,8.02726863566165,3.31265043072473,0.0199548885120583,0.0076938109371567,0.000433979461298158,0.00445290429335609,0.0325355832038692,0.0295749852303018,0.0355573514017408,7.79696037949132,7.10603840522287,8.48788235375977,3.22059649391886
"37","Citarum","A",0.0101958536427804,0.00443923571372282,0.000280110080669988,0.00303447057980149,0.0179496700169747,0.0164002588155554,0.019499081218394,4.53396888677814,4.12642401396097,4.94151375959531,3.00837367005924,0.011094754016598,0.00485552909442725,0.000217576419715517,0.00286157040841853,0.0190294299391593,0.017259862317408,0.0208342585693644,4.73842358818189,4.3070984438833,5.16974873248048,2.94869094410959
"38","Clutha","C",0.0115560741424327,0.012575261995649,0.0127106845353311,0.0231168196346039,0.0599588403080165,0.0569167764698458,0.0630009041461873,15.4058369466698,14.6194839264429,16.1921899668968,3.80885882537333,0.0112298702796364,0.0137110668198514,0.0158193079675681,0.0226509499634582,0.0634111950305142,0.0595056991349467,0.0673718680065334,15.9493588797411,15.0647761476211,16.8339416118611,3.90074120381956
"39","Coco (Segovia)","A",0.00162340908671203,0.00067431928012761,0.00423697224307874,0.00767848464365763,0.014213185253576,0.0116105047582961,0.0168158657488559,4.38343602715504,3.60633591836558,5.16053613594451,2.3524605988414,0.00178982075345282,0.000669074310305302,0.00444525322934295,0.00990411615320178,0.0168082644463029,0.0134925279110524,0.0203331521776985,4.93411986689505,4.05256964586848,5.81567008792162,2.40270607633204
"40","Colorado Caribbean","C",0.0112018242125533,0.00822389880581704,0.0052987002550907,0.00882877805495017,0.0335532013284112,0.027588249246766,0.0395181534100565,12.6623583272549,10.4667117143036,14.8580049402062,2.23890666912718,0.00996455356113624,0.00716191328649564,0.00770488919846305,0.00786068366102113,0.0326920397071161,0.0259115981325888,0.0397407060023091,12.2254158972206,9.93434703661742,14.5164847578239,2.27344449290931
"41","Colorado Pacific","B",0.0161043084694468,0.0417284393155463,0.0054627526615082,0.00254927877144181,0.0658447792179431,0.0598163989538191,0.0718731594820671,36.4271244799389,32.8660870679104,39.9881618919674,1.26914048195824,0.0165152246389479,0.0407861066010926,0.00469555448206463,0.00258504057295621,0.0645819262950613,0.0573228381985827,0.0722052198832767,35.339936414553,31.9673183748643,38.7125544542416,1.26879285979984
"42","Columbia","D",0.161327897413521,0.320725949110694,0.0379068571737465,0.0349881939833799,0.554948897681341,0.520027783070631,0.589870012292051,168.492703950785,157.186767716591,179.798640184979,2.52929686887009,0.21785225833224,0.276572788064707,0.0195070980131956,0.041716134695016,0.555648279105158,0.509232461999654,0.603094480011293,165.413778233927,153.43382218304,177.393734284813,2.53055341935927
"43","Connecticut","D",0.0388737206593197,0.0637995032641315,0.00608212319056824,0.0161771726106681,0.124932519724688,0.115851903170446,0.134013136278929,19.7177678149501,18.2379740337612,21.197561596139,5.42599262846961,0.0506499515401379,0.0564112090724784,0.00581058483191737,0.0186333205190084,0.131505065963542,0.118999962019859,0.144700843131407,20.8420069888358,19.269429785324,22.4145841923477,5.44837696703072
"44","Contas","B",0.0275771113792189,0.00915717012724816,0.00475504525191991,0.0161908072662764,0.0576801340246634,0.0435380570053036,0.0718222110440231,15.6550640953801,12.0297117329357,19.2804164578245,2.90543104691781,0.0263116796355149,0.00713682514446928,0.0033710676071276,0.0149978281589867,0.0518174005460985,0.0365334934049551,0.0681948598504489,13.8432768522953,10.2020159604779,17.4845377441127,2.7277993363153
"45","Copper","D",0.000672222728538868,0.165456371270838,0.238167709709389,0.0294181687880251,0.433714472496791,0.411770549578712,0.45565839541487,52.8902861309887,50.1145211726188,55.6660510893586,4.95358720958747,0.00137373095205539,0.234562858731396,0.237633419035462,0.0468336796563108,0.520403688375224,0.481736283543808,0.55994334484936,61.400130597387,57.6146161118666,65.1856450829074,5.64159475836394
"46","Coppermine","D",0.00102492585797397,0.0211048616516104,0.01606419252241,0.00346546238554527,0.0416594424175396,0.03780742992335,0.0455114549117292,8.53749312637991,7.79861059917558,9.27637565358423,2.97214317186491,0.00178381449403804,0.0317603848387548,0.0186219304129111,0.0061549035160934,0.0583210332617973,0.0456012994811553,0.0725154294027235,10.3717541562829,9.42944784109554,11.3140604714703,3.6700989415117
"47","Corubal","A",0.0052651068322792,0.0065184863365776,0.084778119078842,0.0445745365241729,0.141136248771872,0.127529458375515,0.154743039168229,32.7557950225627,29.6397733198368,35.8718167252886,3.73634245270014,0.00583930758093911,0.00649866450186839,0.103290695134043,0.0571590465104118,0.172787713727262,0.15257350815732,0.193766291901472,39.7962713619112,35.4664781401659,44.1260645836565,3.77487325608575
"48","Coruh","D",0.00983643691998853,0.0336786420817011,0.00512814674518899,0.0124904957909165,0.0611337215377951,0.0570178011560736,0.0652496419195166,14.5306782862459,13.523200342421,15.5381562300707,3.77679292254501,0.0119128638523607,0.0299629099368448,0.00407618772260546,0.0114044445220339,0.0573564060338449,0.0523917850779972,0.0624416033163308,13.3916423157281,12.3578020382132,14.4254825932429,3.8316111513495
"49","Cunene","C",0.0211994348264197,0.0149465531004907,0.000422871234568976,0.0060297800789478,0.0425986392404272,0.0373548164271493,0.0478424620537051,14.3252126864563,12.573908854694,16.0765165182187,2.01096078123398,0.0216063033349338,0.0145102130615503,0.000347449518015842,0.00511152197142749,0.0415754878859274,0.0362279006110067,0.0470452444276013,13.8476303969233,12.1791377531718,15.5161230406747,1.972175654834
"50","Dalalven","D",0.00789413733114536,0.0464216108939471,0.0170333230074331,0.0123638281888278,0.0837128994213534,0.0786315861572691,0.0887942126854378,9.86856344800445,9.25537194617978,10.4817549498291,7.44680633323144,0.0130746460599196,0.0501081092654184,0.0150310215324377,0.0162600028509212,0.0944737797086969,0.0823873429431498,0.108168317089941,10.8576742156792,10.0873687450835,11.6279796862749,7.9480633902035
"51","Daling He","D",0.000417035658662453,0.00106156448309984,0.00419796846409516,0.00116898319882246,0.00684555180467991,0.00589590053702635,0.00779520307233348,2.97787202708891,2.58665442989489,3.36908962428293,1.81506514415839,0.000451951176450662,0.00125102477813627,0.00486678312793822,0.00128299868515031,0.00785275776767547,0.00662945768812243,0.00913569949044724,3.22888549628833,2.81967804266192,3.63809294991473,1.89682947605835
"52","Danube","C",0.21602947927993,0.385549058052133,0.133241979354657,0.13258792894595,0.86740844563267,0.806741393737677,0.928075497527663,250.064379814359,232.234358141741,267.894401486977,3.23467310459399,0.276180642156814,0.369924912863235,0.153183460311688,0.153668500992783,0.952957516324521,0.87267879003627,1.03515019611293,265.248285996768,246.976658263628,283.519913729909,3.41927227529084
"53","Daugava","D",0.0392505267005854,0.119097811186648,0.0203581601043978,0.0281580239304525,0.206864521922083,0.18749431394172,0.226234729902447,27.8432045079807,25.1312670890933,30.5551419268681,6.26640693303612,0.0743337047530225,0.105125767073887,0.0210345801166541,0.0369670621116623,0.237461114055226,0.204909894599625,0.27287150050839,31.1948469853509,28.1322925779784,34.2574013927233,6.72592377058613
"54","Daule Vinces","A",0.0378707709349625,0.0357125400232441,0.00399717875999846,0.00162043907559543,0.0792009287938005,0.0737952905821653,0.0846065670054356,17.860910036005,16.6499327001116,19.0718873718984,3.77294572509422,0.0388708473236436,0.0356099303987364,0.00419641615570288,0.00166633570535826,0.0803435295834412,0.0736404387936078,0.0873991002231512,18.2133917909274,16.8607168437922,19.5660667380627,3.77459719984256
"55","De Grey","B",0.000356620651755788,0.00126808637697368,0.000287336094209026,1.13475286244019e-05,0.00192339065156289,0.00127407472782472,0.00257270657530107,0.971266891154986,0.674482972645655,1.26805080966432,0.528552884020545,0.000247324545802938,0.000696729813718431,6.65849592155301e-05,1.14853660216195e-06,0.00101178785533906,0.00066830862982122,0.00137212311301523,0.58160666974172,0.408285476180363,0.754927863303076,0.348519219465713
"56","Delaware","D",0.0150264737688627,0.0160511643338055,0.00197633103426662,0.00437192148954702,0.0374258906264818,0.0342391235830212,0.0406126576699423,11.2519490342567,10.2553704515236,12.2485276169898,2.73647113279073,0.0186056129153109,0.0155394429679132,0.002187134469638,0.00531420030842326,0.0416463906612854,0.0378480167280347,0.0455251604896572,12.1450569520682,11.1059504454505,13.184163458686,2.86380983180588
"57","Dnieper","D",0.0865813013811719,0.239142808821522,0.0429861262108148,0.0427805507086562,0.411490787122165,0.372896570085978,0.450085004158351,97.22548499805,87.6713891580803,106.77958083802,3.43027608297336,0.1591943903634,0.227022588810046,0.0486536734113461,0.0572232294874639,0.492093882072256,0.436460195082581,0.54995556680878,110.685270201011,100.484870435607,120.885669966416,3.79010631514172
"58","Dniester","C",0.0108818858925225,0.0223615446653204,0.00701081548925374,0.00495164679520933,0.0452058928423059,0.0407199303382394,0.0496918553463725,14.8993974799575,13.3806210050866,16.4181739548284,2.62842242754251,0.0150268943335358,0.0224816582483447,0.00815545464206063,0.00604862575279668,0.0517126329767377,0.0457096266126824,0.0579128272661183,16.1263433251502,14.5238732182375,17.728813432063,2.88694042707971
"59","Doce","A",0.0666221633921796,0.00850769127741326,0.000996401930042766,0.0356800558668809,0.111806312466517,0.0867500072180452,0.136862617714988,29.2335690244595,22.8085001478981,35.6586379010209,2.42277629642864,0.0568655925930287,0.00963310465605397,0.000852912034761085,0.0343965816249315,0.101748190908775,0.0763418694901495,0.127636278834132,26.6258715977081,20.2639053438002,32.987837851616,2.42639327592192
"60","Don","D",0.0403978881125636,0.122576245551933,0.0220755501255228,0.0228869472420088,0.207936631032028,0.18691497310685,0.228958288957206,69.0217076587677,61.7417648409317,76.3016504766036,2.3720106344548,0.0720566231853982,0.115754633118041,0.0256022811375845,0.0286144610195676,0.242027998460592,0.213584544965657,0.27165849230663,77.1376857951776,69.5572271079675,84.7181444823877,2.63105881604249
"61","Dong Jiang","C",0.0119486511823797,0.0634966854274453,0.0571564038739621,0.0146607334858803,0.147262473969667,0.128692089114062,0.165832858825273,35.8277592704357,31.3071497116096,40.3483688292619,3.74743676062756,0.0123592269774071,0.0600308656623151,0.0583370418874519,0.0163253994220984,0.147052533949273,0.126431719722662,0.167784741379337,35.754497582342,30.8229418790771,40.6860532856069,3.77726321617728
"62","Doring","B",0.000113148582202028,0.00080344883739485,0.00104165497428372,0.000312711498468189,0.00227096389234879,0.00181559084592638,0.00272633693877119,1.39043730742709,1.11847570140687,1.66239891344732,1.02633590391431,0.000110813908317742,0.000694428265607063,0.000748695599034788,0.000218684282715081,0.00177262205567467,0.00135320733109685,0.00221630748980842,1.15511195196928,0.911449456843683,1.39877444709488,0.900592992116102
"63","Dramselva","D",0.0161627415124915,0.0665332300357988,0.0431542724940982,0.0268176323633278,0.152667876405716,0.144709894564446,0.160625858246987,18.9234992082878,17.9367953743707,19.9102030422049,7.61412966333676,0.0211391038449919,0.0716484420390734,0.0345525726381255,0.03128075785121,0.158620876373401,0.141475558255842,0.178324338696443,20.5543947656051,19.3711499161504,21.7376396150598,7.41794136022822
"64","Duero","C",0.0296010758016084,0.0166350991736293,0.00197000912611985,0.00856179959749845,0.056767983698856,0.0509551540407228,0.0625808133569892,18.2325210891483,16.3392096238651,20.1258325544315,2.48022936191528,0.0301703435486907,0.0167972294170599,0.00186677767747557,0.00814874018418591,0.0569830908274121,0.0495739690469912,0.0646472878153448,17.6278840024039,15.6022815338795,19.6534864709284,2.52711631640775
"65","Eastmain","D",0.00380637386712175,0.0651901391024269,0.0412860202521568,0.0312012013726481,0.141483734594354,0.132183645188634,0.150783824000073,26.2467953915544,24.5685090724932,27.9250817106156,4.33615226812078,0.00527290045811818,0.074111783429019,0.0407633739303554,0.0384551536126833,0.158603211430176,0.140469034032314,0.177953910378133,28.7922740892561,26.7182323500377,30.8663158284746,4.63588269514587
"66","Ebro","C",0.0249650577209535,0.0252284278108191,0.00414216771547199,0.0120989026559365,0.066434555903181,0.0605892959620756,0.0722798158442865,19.9449208142733,18.1342924573131,21.7555491712335,2.91661930582595,0.024427315637866,0.0222826545380158,0.00383395365703696,0.011343053776265,0.0618869776091839,0.0546132743465676,0.0694649381878495,18.8299302003404,16.903460221542,20.7564001791387,2.84285997191156
"67","Eel","C",0.0147600939905493,0.00452416312100145,8.35358962736673e-05,0.00266403584562242,0.0220318288534468,0.019356022489689,0.0247076352172047,5.3917142301707,4.72981190916762,6.05361655117379,2.70734036393447,0.0147777448921588,0.00422230365161688,6.65541599497981e-05,0.00289736014914899,0.0219639628528745,0.0190576764962451,0.0249760034378646,5.30155267755978,4.6428399958135,5.96026535930607,2.70465863161973
"68","Elbe","C",0.0531422455540409,0.0601177860722538,0.01166728612039,0.0172751556166928,0.142202473363378,0.132081101384126,0.152323845342629,34.9351121882914,32.3626695666483,37.5075548099346,3.52514876621502,0.0687100319295969,0.0545439008079128,0.0131420581688531,0.0213536749735576,0.15774966587992,0.141705675377948,0.17516027968819,37.370830834466,34.8386276109417,39.9030340579903,3.71930128209669
