"","CLIMAT","OCEAN","CONTINENT","Lat","Long","LAT_mouth","LONG_mouth","soc_past","T_past","P_past","Area","Slope_deg","Debit_moyen","GRDC","LAT_file","LONG_file","future_file","region","DOC_hist_rcp26_gfdl_mean","DOC_hist_rcp26_gfdl_sd","DOC_hist_rcp26_hadgem_mean","DOC_hist_rcp26_hadgem_sd","DOC_hist_rcp26_ipsl_mean","DOC_hist_rcp26_ipsl_sd","DOC_hist_rcp26_miroc_mean","DOC_hist_rcp26_miroc_sd","DOC_hist_rcp26_noresm_mean","DOC_hist_rcp26_noresm_sd","DOC_hist_rcp85_gfdl_mean","DOC_hist_rcp85_gfdl_sd","DOC_hist_rcp85_hadgem_mean","DOC_hist_rcp85_hadgem_sd","DOC_hist_rcp85_ipsl_mean","DOC_hist_rcp85_ipsl_sd","DOC_hist_rcp85_miroc_mean","DOC_hist_rcp85_miroc_sd","DOC_hist_rcp85_noresm_mean","DOC_hist_rcp85_noresm_sd","DOC_fut_rcp26_gfdl_mean","DOC_fut_rcp26_gfdl_sd","DOC_fut_rcp26_hadgem_mean","DOC_fut_rcp26_hadgem_sd","DOC_fut_rcp26_ipsl_mean","DOC_fut_rcp26_ipsl_sd","DOC_fut_rcp26_miroc_mean","DOC_fut_rcp26_miroc_sd","DOC_fut_rcp26_noresm_mean","DOC_fut_rcp26_noresm_sd","DOC_fut_rcp85_gfdl_mean","DOC_fut_rcp85_gfdl_sd","DOC_fut_rcp85_hadgem_mean","DOC_fut_rcp85_hadgem_sd","DOC_fut_rcp85_ipsl_mean","DOC_fut_rcp85_ipsl_sd","DOC_fut_rcp85_miroc_mean","DOC_fut_rcp85_miroc_sd","DOC_fut_rcp85_noresm_mean","DOC_fut_rcp85_noresm_sd","Q_hist_rcp26_gfdl","Q_hist_rcp26_hadgem","Q_hist_rcp26_ipsl","Q_hist_rcp26_miroc","Q_hist_rcp26_noresm","Q_hist_rcp85_gfdl","Q_hist_rcp85_hadgem","Q_hist_rcp85_ipsl","Q_hist_rcp85_miroc","Q_hist_rcp85_noresm","Q_fut_rcp26_gfdl","Q_fut_rcp26_hadgem","Q_fut_rcp26_ipsl","Q_fut_rcp26_miroc","Q_fut_rcp26_noresm","Q_fut_rcp85_gfdl","Q_fut_rcp85_hadgem","Q_fut_rcp85_ipsl","Q_fut_rcp85_miroc","Q_fut_rcp85_noresm","PCP_hist_rcp26_gfdl","PCP_hist_rcp26_hadgem","PCP_hist_rcp26_ipsl","PCP_hist_rcp26_miroc","PCP_hist_rcp26_noresm","PCP_hist_rcp85_gfdl","PCP_hist_rcp85_hadgem","PCP_hist_rcp85_ipsl","PCP_hist_rcp85_miroc","PCP_hist_rcp85_noresm","PCP_fut_rcp26_gfdl","PCP_fut_rcp26_hadgem","PCP_fut_rcp26_ipsl","PCP_fut_rcp26_miroc","PCP_fut_rcp26_noresm","PCP_fut_rcp85_gfdl","PCP_fut_rcp85_hadgem","PCP_fut_rcp85_ipsl","PCP_fut_rcp85_miroc","PCP_fut_rcp85_noresm","TMP_hist_rcp26_gfdl","TMP_hist_rcp26_hadgem","TMP_hist_rcp26_ipsl","TMP_hist_rcp26_miroc","TMP_hist_rcp26_noresm","TMP_hist_rcp85_gfdl","TMP_hist_rcp85_hadgem","TMP_hist_rcp85_ipsl","TMP_hist_rcp85_miroc","TMP_hist_rcp85_noresm","TMP_fut_rcp26_gfdl","TMP_fut_rcp26_hadgem","TMP_fut_rcp26_ipsl","TMP_fut_rcp26_miroc","TMP_fut_rcp26_noresm","TMP_fut_rcp85_gfdl","TMP_fut_rcp85_hadgem","TMP_fut_rcp85_ipsl","TMP_fut_rcp85_miroc","TMP_fut_rcp85_noresm","SOC_hist_rcp26_gfdl","SOC_hist_rcp26_hadgem","SOC_hist_rcp26_ipsl","SOC_hist_rcp26_miroc","SOC_hist_rcp26_noresm","SOC_hist_rcp85_gfdl","SOC_hist_rcp85_hadgem","SOC_hist_rcp85_ipsl","SOC_hist_rcp85_miroc","SOC_hist_rcp85_noresm","SOC_fut_rcp26_gfdl","SOC_fut_rcp26_hadgem","SOC_fut_rcp26_ipsl","SOC_fut_rcp26_miroc","SOC_fut_rcp26_noresm","SOC_fut_rcp85_gfdl","SOC_fut_rcp85_hadgem","SOC_fut_rcp85_ipsl","SOC_fut_rcp85_miroc","SOC_fut_rcp85_noresm"
"Dra","B","Atlantic Ocean","Africa",29.66,-7.55,28.68,-11.12,3.510833,20.253,11.086817,29500,2.209296,6.3,"non",28.75,-11.25,"Flow28.75_-11.25.day",190,0.0104265602294884,0.00147773387405079,0.00680232348782323,0.00409204062372592,0.00786458733672391,0.00267440855326691,0.00751618425860706,0.00187795708234962,0.0129800029848183,0.00266595210293618,0.0104029829959579,0.00157287220664391,0.00700006411738821,0.00411534519122488,0.00788427186083831,0.00257130739726619,0.00748827114255369,0.00186103373878917,0.0128783916084897,0.00263813450249643,0.00364698957738102,0.000539883433891417,0.00602352769682805,0.00386946001308552,0.00720886395503675,0.00234815202622567,0.00577895932975061,0.00145024929270843,0.00857760929334406,0.00176097209353162,0.00197923583819051,0.00031773191227464,0.000965349324103602,0.000576350784709059,0.00122618809609947,0.000309769397452699,0.00843337893562817,0.00207757507683975,0.00217228267304766,0.000446583260091747,3.04103296495872,3.7278745228512,3.0834624111552,3.28703490611424,3.19812596990208,3.04093958223456,3.72778083480672,3.08332689036768,3.28703215819968,3.19568110721856,1.26212266101054,3.60957594190345,2.56235116871371,2.68140295290637,2.36173624942543,0.645340253706372,0.822283215500359,0.291712195393324,3.29017674539222,0.782228113629021,255.894900270115,69.4048995390575,16.5139147859786,80.0716241172441,56.4630700009303,255.894900270115,69.4048995390575,16.5139147859786,80.0716241172441,56.4630700009303,178.336603022934,52.7773633130445,11.6378568420802,97.2871015175149,48.5433729803823,205.202039625493,32.6352328728326,4.00645962750051,109.952706373436,37.1740199161769,19.0968012,18.2798978,17.5131783333333,20.9731809666667,20.4777078,19.0968012,18.2798978,17.5131783333333,20.9731809666667,20.4777078,20.8738729655172,20.4600512758621,19.1233110689655,23.3680298275862,21.0327643448276,23.4617884482759,24.6300647931034,23.4988703793103,27.7052185172414,23.8585089310345,1.15222978,0.074426183,0.0666782598333333,0.0179816432,0.00161115619111667,1.15222978,0.074426183,0.0666782598333333,0.0179816432,0.00161115619111667,1.03448672275862,0.0240724381034483,0.0891706664482759,0.0123905549896552,0.00277404509396207,1.55575585862069,0.0211701904827586,0.0802775267931034,0.0456731733617241,0.00155605492233868
"Dramselva","D","Atlantic Ocean","Europe",60.636516,9.309031,59.36,10.58,67.46,1.822957267,64.762887,17000,3.149471,314,"x",59.25,10.75,"Flow59.25_10.75.day",221,0.148166736985814,0.0246090511962757,0.126010334601169,0.0431477768268882,0.0875848383341168,0.0236449169954062,0.169197482171649,0.0334040727075024,0.0986521288319443,0.0206236499285587,0.149362066189243,0.0244344474609042,0.125865301329744,0.0419728437794888,0.0882178150131545,0.0229888773015668,0.170558385676913,0.032156293155716,0.0993413906084792,0.0201316495184292,0.160173365622362,0.0257103162648544,0.111389972596634,0.0380301914430889,0.0976406424095443,0.0258750690538168,0.186941039293016,0.0358972365488866,0.0988576413650926,0.0206745166527832,0.157097135935216,0.0242756295848133,0.11395627582919,0.0379304523267152,0.110823568835533,0.0295027425316469,0.187053114400626,0.033696690844356,0.101607675741329,0.0205726687901953,18.674572919328,19.31491354752,18.531259349472,19.380723155136,18.28185465024,18.674572919328,19.31491354752,18.531259349472,19.380723155136,18.28185465024,21.1252907329324,16.4702370419752,18.793648568309,23.4075913260579,18.0504234947421,21.3547115127724,16.4177553730097,22.3450333564171,24.5762429559393,18.1973946068193,1184.05185409418,1007.30629570229,958.544766384794,981.144319796353,1129.11657571716,1184.05185409418,1007.30629570229,958.544766384794,981.144319796353,1129.11657571716,1292.18570931323,1018.18471728083,984.265382054256,1205.87252135622,1161.52059584145,1392.67253734411,1028.69415727779,1221.53899022345,1353.92503400716,1285.53923540261,1.48798647366667,1.293774603,-2.62814451,5.82561392333333,3.15275130166667,1.48798647366667,1.293774603,-2.62814451,5.82561392333333,3.15275130166667,2.39715530862069,3.45071245517241,0.148703833689655,8.56472406896552,5.18249973793103,4.70183622413793,7.16362441724138,3.7769086,11.9780815862069,7.2195025862069,25.2831864333333,14.3867374666667,9.66279900666667,43.1496895966667,0.802510693866667,25.2831864333333,14.3867374666667,9.66279900666667,43.1496895966667,0.802510693866667,24.1921012413793,15.2800887413793,10.8019730551724,43.3510140931035,0.862156435034483,23.4534157931034,15.5044988448276,11.1341532206897,43.204909837931,0.863986496413793
"Drin","C","Atlantic Ocean","Europe",42.151608,20.103587,42.04,19.48,9.74,9.750011353,92.102941,19686,6.046586,352,"non",41.75,19.25,"Flow41.75_19.25.day",132,0.0962118408896815,0.0146637092079315,0.192626227144538,0.0641047385658702,0.202496757844558,0.0483702859437925,0.156305825883137,0.0282602102275164,0.159352615011545,0.0433330614883523,0.0957680060447429,0.0143479646443243,0.188290365091046,0.0616295436321256,0.201732712683605,0.0488653594622882,0.156695311110275,0.0291242213977722,0.156473044366218,0.0440543182447284,0.0902702295511744,0.013059246000809,0.20275994667017,0.0673364252178302,0.206134978173141,0.0492377720247253,0.12984311032776,0.0234550442006046,0.16118663745004,0.0423120820426139,0.0788487279136552,0.0110224697838475,0.176479520992187,0.0576092109295822,0.131775867533173,0.0320402118330668,0.101336081198509,0.0189627286539859,0.128633427298455,0.036384751066084,23.3195374278086,23.7765425746176,21.843841071937,23.3763421052448,22.9922532982224,23.3195374278086,23.7765425746176,21.843841071937,23.3763421660128,22.9922532710064,20.3773900204601,22.1119755871799,24.3779099652487,21.1018236923143,23.3264203409346,16.757948475793,18.056617127993,12.0858302994137,15.2360079098211,18.8372419281345,998.835847215978,880.864294214985,933.586217044285,955.016670433761,840.210427085099,998.835847215978,880.864294214985,933.586217044285,955.016670433761,840.210427085099,949.64443175652,843.985462138606,1032.00604482062,963.884386569934,879.7569684591,859.586158859056,775.284232351794,687.613314253877,794.906737338226,799.798110706129,12.9645169333333,11.1544425333333,9.71362908333333,12.83472795,12.7387678833333,12.9645169333333,11.1544425333333,9.71362908333333,12.83472795,12.7387678833333,14.0296214310345,13.8000083448276,11.6393697241379,15.9782723448276,15.0173404137931,16.0967801034483,17.5483407931034,15.6020790862069,19.644180862069,17.6372509310345,1.86124992333333,15.1334712666667,20.00273979,24.38450569,5.1798232343,1.86124992333333,15.1334712666667,20.00273979,24.38450569,5.1798232343,3.13590481034483,16.439697137931,19.4220475482759,20.7722648068966,5.10746213524138,4.01096238965517,16.747803862069,19.2883609275862,20.7663733655172,5.08560933917241
"Duero","C","Atlantic Ocean","Europe",41.623371,-5.415981,41.14,-8.67,10.13969697,11.5619246,60.747312,98400,1.94343,443,"x",41.25,-8.75,"Flow41.25_-7.25.day",131,0.0588935198113025,0.00838649584922339,0.113926798099068,0.0403213495138131,0.105750773793644,0.025773675784326,0.0850239844788176,0.0155066228421608,0.0890404777738403,0.0260228410471957,0.0591901867636522,0.00837590755048106,0.112308936496918,0.0373767227752993,0.104935568004454,0.0254128690702076,0.0854977781472558,0.0159305191451608,0.0887687773958763,0.0277833114900038,0.0497232726028616,0.0070378678807396,0.13713025244423,0.0483364005517105,0.130678164956552,0.0318237071312381,0.0692361261066064,0.0126466823314473,0.0850658500985707,0.0245682226992305,0.022879899328779,0.00323548074195756,0.0646024787469452,0.0215558484211812,0.0617427122849257,0.0148466969905712,0.0303476149885596,0.00565119323038113,0.0359901231316258,0.0120674972243113,17.4902743230048,20.1535105082976,18.1246616095104,18.319219140672,18.3005149501152,17.4902736923712,20.1535104806496,18.1246616008704,18.319219152192,18.3005147715552,14.7103191016287,20.8700596779046,22.1164327835096,15.6762338606069,17.3402838487912,8.08041312384927,10.0482074674322,9.65648342424165,7.64585871729368,8.67129593267222,1165.49862883687,704.309803246731,877.896410403512,849.277505600414,857.397897603145,1165.49862883687,704.309803246731,877.896410403512,849.277505600414,857.397897603145,1092.44850549493,728.105591618149,983.678733027653,854.260206176763,849.670731513265,876.744729999499,540.277953711178,670.004893777439,663.98208019306,689.088946733462,11.45779255,11.5464972833333,9.8300808,13.0565723166667,11.9604812833333,11.45779255,11.5464972833333,9.8300808,13.0565723166667,11.9604812833333,12.3967231551724,13.4295446724138,11.1232895517241,15.5303417931034,13.6448944827586,14.2352166034483,17.3416804827586,15.0555517241379,19.5888664827586,16.3269740344828,6.64731358,11.95186425,17.02686099,22.1510744033333,6.36545532976667,6.64731358,11.95186425,17.02686099,22.1510744033333,6.36545532976667,7.32953485862069,13.2358258448276,17.4965556344828,21.0413924275862,6.36102857213793,6.35236803103448,12.2300222758621,16.8380498551724,19.4531523068966,6.21687444862069
"Eastmain","D","Arctic Ocean","North America",52.372861,-74.224901,52.25,-78.56,46.93181818,-1.965984214,70.013699,46400,0.673609,930,"x",52.25,-78.75,"Flow52.25_-78.75.day",289,0.205118289689573,0.0360362388855435,0.111846809309811,0.0402171954231136,0.179072338752017,0.043776766809117,0.192547084413708,0.0369546183281498,0.138461567023778,0.0399417230074865,0.207328744981409,0.0358781702482592,0.115495605281654,0.0389855882022202,0.181339224859211,0.0456773905247978,0.191482130028827,0.0377112340370761,0.137894705444839,0.0388220132306205,0.213162797116391,0.0367062969457067,0.16223087882982,0.0562869258446135,0.204610670099563,0.0503166355015337,0.214303608675602,0.0403113331301515,0.151335402171799,0.0408419705382143,0.228872190657233,0.0372305380464755,0.167224569694049,0.0551420621510266,0.209133544117157,0.0531586863920231,0.236857322237185,0.0448138619654328,0.160639593022667,0.0405540669516137,25.5417436189728,26.3126515546656,26.2017292109472,25.987427842032,26.3440459327968,25.5417436189728,26.3126515546656,26.2017292109472,25.987427842032,26.3440459327968,27.1444840020646,29.9198115965992,29.2860390882935,29.5555131057103,28.1672228179763,29.7196218433986,29.7595462889048,29.6890639180337,32.7866446048221,28.7317511322703,1018.47652282973,894.163921217974,970.576195006433,890.297563457383,807.828333141349,1018.47652282973,894.163921217974,970.576195006433,890.297563457383,807.828333141349,1069.67628490638,994.149139886738,1086.00694795066,1022.61217805615,870.005362359958,1188.64334064206,1069.74717092621,1163.51396810254,1169.04106732154,942.858512105596,-1.13077660071667,-3.30324240333333,-3.36640758333333,0.948272605333333,-3.36971385,-1.13077660071667,-3.30324240333333,-3.36640758333333,0.948272605333333,-3.36971385,0.0513664690689655,0.480068943586207,-1.021502828,5.14788512758621,-1.60113347,3.01215652758621,5.84709183793103,3.42504163793103,10.0558452931034,2.46719429758621,28.7960567,9.33948981666667,20.42247435,39.6577994933333,5.3106214335,28.7960567,9.33948981666667,20.42247435,39.6577994933333,5.3106214335,27.4342613793103,12.791813362069,21.3245031034483,39.4109924482759,5.02374467975862,26.3091085862069,12.8641047413793,21.2067813965517,41.0134684551724,4.86089890603448
"Ebro","C","Atlantic Ocean","Europe",41.917247,-0.88167,40.73,0.87,7.852068966,11.72460436,50.175953,80093,3.287557,426,"x",40.75,0.75,"Flow40.75_0.75.day",130,0.0826228429708361,0.0115744613692717,0.137181655358383,0.0442788974168751,0.135964743405719,0.0326764976695942,0.173570711711039,0.0342385590674891,0.112890808118405,0.0390374023536752,0.0825731328867977,0.0119341703096633,0.134629273746849,0.0470664968581916,0.136105759256213,0.032890278176106,0.174584918490669,0.0368080410749672,0.112860706042852,0.0389867940192789,0.0656851308606337,0.00924754413828623,0.161063463931628,0.0519257944574509,0.149428654745054,0.0356603011795511,0.17764709838682,0.0360812647954778,0.109920655961115,0.036826474862119,0.0404852748954084,0.00591789208637813,0.0910823856743042,0.0319074404006226,0.0795123697167351,0.0192549317546496,0.113009720897978,0.0251760559009051,0.0580627193333102,0.0210537419696325,19.7339355573696,20.92914929232,19.1540721848832,19.8830992150368,20.2300976011392,19.7339363278272,20.92914922464,19.1540724685632,19.8830987257536,20.2300980436224,15.8724868824794,21.6669515575581,20.9976496447084,18.1926116612292,19.5531485747785,10.712757295303,11.9915537354566,10.1114672869341,11.0286753495929,11.2791830498019,987.88916700049,718.81432250235,696.868226293914,849.116583920842,710.788659516934,987.88916700049,718.81432250235,696.868226293914,849.116583920842,710.788659516934,889.676928716339,709.937433126089,754.984446423151,893.149980356539,718.537115537104,743.86792426151,567.574500450217,526.183768791181,715.110245795689,590.280869414201,11.6986424166667,11.7961827333333,9.70048493333333,12.70888425,12.5449343166667,11.6986424166667,11.7961827333333,9.70048493333333,12.70888425,12.5449343166667,12.6589692758621,13.7942966206897,11.1072145,15.2961618448276,14.8144347931034,14.6061953103448,17.720248862069,15.1458617586207,19.106833,17.4330300689655,8.39993408333333,13.6266473666667,16.0873740366667,54.3197883666667,6.42010781493333,8.39993408333333,13.6266473666667,16.0873740366667,54.3197883666667,6.42010781493333,8.40201606896552,14.4243565172414,16.3682558241379,65.8813867137931,6.34003353175862,7.05051193448276,13.7509818793103,15.6129955413793,63.7835511275862,6.16359858041379
"Elbe","C","Atlantic Ocean","Europe",51.009146,12.854158,53.94,8.81,25.3776087,8.121992762,54.369811,148268,1.03841,711,"x",53.75,8.75,"Flow53.75_8.75.day",129,0.118422337964692,0.016738049933296,0.24436673876682,0.0816396932350546,0.205303926559144,0.0494708277062414,0.154018072284076,0.0277534027019038,0.156702895713015,0.039273961901883,0.118095001212829,0.0160718191511065,0.237015205616567,0.0819855239545453,0.205345811545496,0.0501162836826827,0.152758618558152,0.0278346450657193,0.158026767639253,0.037921026748805,0.13377564754051,0.0189896972708447,0.206107333626662,0.0686650396419321,0.222471667020796,0.053662875302526,0.18192888606491,0.0325544056233428,0.142761089744989,0.0340359140490289,0.117635129265172,0.0159877571483646,0.215397434405434,0.074257986845611,0.165274744207109,0.0402925971651992,0.158565233471197,0.0288917469035781,0.133077508910762,0.030523867077526,33.7681785016512,40.2288500500416,33.9107558896512,35.463234835584,35.0756101363104,33.7681802063808,40.2288497708256,33.9107559936192,35.46323436096,35.0756130021984,37.8401024883476,32.0424197925352,36.2714516829881,41.1955260724899,32.6031876058196,32.8808037048927,30.2166210975592,26.9217195256552,37.574976302933,29.8565578348634,1039.69653163168,788.374700596772,863.944195397612,1067.21200853449,819.739846948179,1039.69653163168,788.374700596772,863.944195397612,1067.21200853449,819.739846948179,1120.40419766758,805.868003283773,941.958410685045,1253.24376400749,871.796954478688,1089.41601276556,750.324189520757,896.580550511101,1284.82388712138,904.722101218881,7.03050532666667,8.35021178,7.17255962,9.76878196666667,9.1342597,7.03050532666667,8.35021178,7.17255962,9.76878196666667,9.1342597,7.9277391137931,10.7923907241379,9.22116121034483,12.6357534827586,11.1735410344828,9.7595489137931,14.5660086896552,12.7473969827586,15.6006853448276,13.0238687758621,6.85318930666667,14.4017848666667,17.8998837833333,23.6978206766667,3.65576274116667,6.85318930666667,14.4017848666667,17.8998837833333,23.6978206766667,3.65576274116667,6.29586683448276,15.8741450172414,18.801235837931,24.3441338827586,3.38595322131034,6.78907009310345,16.4513670689655,18.9380563068966,22.8425106655172,3.56486561675862
"Ellice","E","Arctic Ocean","North America",66.490132,-104.989528,68.05,-103.99,17.87,-12.05177283,15.530303,16900,0.291513,83,"x",68.25,-103.75,"Flow67.75_-104.25.day",288,0.0188366773016958,0.00451353153412502,0.00139031537802589,0.000546069337693337,0.0113958725309071,0.0032246278386422,0.00835043056884508,0.00211887921362968,0.001378250753082,0.000287873959563008,0.0186836385434775,0.00442845409906984,0.00137048287778614,0.000528409615483989,0.0113272275273181,0.00323061302771256,0.00828847574358755,0.00211447021384857,0.00137411864812249,0.000301435167361661,0.0284811485711869,0.00659453316092043,0.00805575347470771,0.00284100136351479,0.0160912729096175,0.00420172525642522,0.0158404565384177,0.00364048810843519,0.00234574520370679,0.000569400527540361,0.0361329709513633,0.00810630503755065,0.0187119027869764,0.00628755902373176,0.0234630656544269,0.00592825214451535,0.024401979439127,0.00531888220812856,0.00448384098502759,0.000993167572257727,1.7438214530736,1.85561720552736,1.90298818243008,1.6375438768464,1.65631469815296,1.7438214530736,1.85561720552736,1.90298818243008,1.6375438768464,1.65631469815296,2.22099794486268,2.86273463159371,2.05775869072916,2.11278763850648,1.91997456419917,2.55310344281644,3.61429066036303,2.48702146285804,2.92052498254312,2.10616951893319,465.794563063163,415.221268142341,335.433927728664,353.134047289523,311.698422107961,465.794563063163,415.221268142341,335.433927728664,353.134047289523,311.698422107961,509.279338603978,480.070898085928,363.953471177437,420.642998121157,346.152928713522,558.214773688564,608.052574717696,444.268325912818,532.264074540706,390.006792369304,-6.88482864666667,-14.8568193666667,-10.75830005,-9.38760720333333,-15.3701717166667,-6.88482864666667,-14.8568193666667,-10.75830005,-9.38760720333333,-15.3701717166667,-5.24968986896552,-10.3141505517241,-8.1219251137931,-4.88224926551724,-11.5298310344828,-1.96159903413793,-3.14016960448276,-2.6500287,1.43866230534483,-5.73922366896552,56.1765765,3.28979561,20.8595262966667,43.0155045833333,0.20454165933,56.1765765,3.28979561,20.8595262966667,43.0155045833333,0.20454165933,55.4648580689655,8.34337419310345,21.0746344206897,44.1793978448276,0.229830847186207,53.9764659655172,12.0430484827586,20.8353991862069,43.7688520413793,0.23027357932069
"Ems","C","Atlantic Ocean","Europe",52.536375,7.8095,53.46,6.94,119.8375,9.301489205,64.948276,17934,0.246411,79,"x",53.25,6.75,"Flow53.25_7.25.day",135,0.0140259231185955,0.00238851395548049,0.0350364027820746,0.0119359134033881,0.0308873331025175,0.0077545192777879,0.023010647645235,0.00413715865345283,0.0235221701118578,0.00512584152425739,0.014011920032382,0.00231505156425387,0.0345104582834376,0.0117465151474193,0.0309958235780764,0.00759500556493324,0.0231220507488932,0.00417769130707139,0.0237805340817793,0.00533659871057268,0.0194600118006617,0.00318327238787491,0.0301747077424087,0.0102295438196044,0.0343197094533322,0.0086509313098636,0.0273137009487526,0.00491147066025121,0.0242848990779201,0.00519889945190984,0.018294476574281,0.00286664210721531,0.0314261969038769,0.0106120299045025,0.0284319127868679,0.00696647965365809,0.0264786619555609,0.00487008230201613,0.0240199782054762,0.00528660750783018,4.91647276075392,5.751609904872,5.03545588303968,5.11091941502304,5.03242817728032,4.91647276075392,5.751609904872,5.03545588303968,5.11091943921504,5.03242821420192,6.12437779148325,4.75047251029857,5.51845100806769,6.1811095531392,5.13550411752662,5.6099632927541,4.39136584391858,4.48811087888468,6.06998933710113,4.89399336784353,959.553350656905,762.942482380777,843.24650727176,1031.27949329699,886.907453457825,959.553350656905,762.942482380777,843.24650727176,1031.27949329699,886.907453457825,1071.78764309185,754.092115508934,920.005483829195,1231.5401444278,947.287155712673,1040.88644517835,737.942214523447,916.228693855592,1315.22594147993,981.776356034487,9.66738296666667,8.99146005333333,7.89663405666667,10.1872652333333,10.33776605,9.66738296666667,8.99146005333333,7.89663405666667,10.1872652333333,10.33776605,10.2323024827586,10.9492423965517,9.81139051724138,12.9265874827586,11.891336637931,11.9759611724138,14.2828030344828,13.0346856206897,15.7458062068966,13.6625878965517,0.313575331666667,12.5678629833333,15.7903865633333,21.2166050466667,2.39974583016667,0.313575331666667,12.5678629833333,15.7903865633333,21.2166050466667,2.39974583016667,1.13879053448276,12.7879727758621,16.4831577724138,20.3723520551724,2.31885463275862,1.43884318965517,14.5097155172414,16.8432988689655,19.4652732206897,2.36013745668966
"Esmeraldas","A","Pacific Ocean","South America",0.01344,-78.991522,0.99,-79.64,24.1325,19.75917043,150.614035,21400,5.030833,680,"x",0.75,-79.75,"Flow0.75_-79.75.day",294,0.073386734902886,0.0111770811106272,0.0614234942433175,0.0269435282837827,0.048468006865932,0.0166477857190057,0.0636146264128591,0.0134399075265551,0.105776896137142,0.0245626062800379,0.073717491055642,0.010865849225866,0.0602290929618729,0.02662137603681,0.0498387294829377,0.0170826419588644,0.0633206153579885,0.0134682579915677,0.10476663201334,0.0245191590155286,0.0781690735596006,0.0119846431514098,0.0787490398295259,0.034246157700816,0.0437716073402813,0.0146067386588111,0.0572478001067005,0.012052475337345,0.11665691210045,0.026594042672037,0.0985163393538578,0.0146545362982648,0.0748661220818591,0.0312914370786989,0.0512517674733419,0.0178110358691186,0.0646498625060976,0.0140868429370282,0.156200028913985,0.0344173182473418,16.978214429568,15.8054346516672,15.1104797254656,15.6655304112096,16.8736444182144,16.9782143241312,15.8054349188448,15.1104796586496,15.6655295935488,16.8736445470368,18.0890517109606,19.4787191372921,13.2291671068601,14.0442465081004,18.5488561543382,22.4138782265214,17.1802457190223,15.6881506482372,16.2646124060259,25.0212195264166,2922.58686165773,3716.76353103539,3875.60914962334,3122.24444191775,3079.12466447517,2922.58686165773,3716.76353103539,3875.60914962334,3122.24444191775,3079.12466447517,3027.00009633612,4002.70748232764,3799.33690369643,2882.89816957854,3196.07109941662,3335.35552662865,3561.71250949987,4484.22838242751,3179.26394508842,3945.3395970671,21.5103614666667,20.3440020333333,20.9965925666667,22.0852962333333,22.4834714333333,21.5103614666667,20.3440020333333,20.9965925666667,22.0852962333333,22.4834714333333,22.5422815862069,21.8312898965517,22.6447072758621,23.5750844137931,23.2333957241379,24.5508105862069,24.9545298275862,25.8066887241379,26.3791893448276,25.2916588965517,8.14294222333333,18.5389553333333,15.4265219833333,21.0003506666667,9.885990203,8.14294222333333,18.5389553333333,15.4265219833333,21.0003506666667,9.885990203,7.95267417241379,20.4007777241379,16.6293868241379,19.8756552586207,9.53940467931034,8.1206172137931,21.9457703448276,17.0195544758621,17.788506102069,8.93971849206897
"Essequibo","A","Atlantic Ocean","South America",5.340716,-60.109177,6.99,-58.39,6.259534884,25.39348255,156.565306,155000,1.686858,2104,"x",6.75,-58.25,"Flow6.25_-57.75.day",134,0.0569856283037334,0.00885987746337581,0.0574708631192619,0.0225810013740003,0.0672682429503792,0.0163960302848577,0.0459567863843155,0.00947453398375157,0.0617637081743018,0.0179568993910736,0.0576206171962321,0.00888849401953003,0.0568091768214676,0.0225023183431092,0.0674066668141734,0.0165544728279102,0.0455070860780533,0.00927147838264005,0.0609154735996441,0.0177372210518062,0.0582497407262627,0.00893597093726989,0.0646389387443219,0.0243654587463098,0.0675510171025175,0.0162568470564019,0.051939191679036,0.0110152927631923,0.0614772817682476,0.017760731545981,0.0644841273873726,0.0096338108645225,0.0179657890625921,0.00664567146993938,0.0964203271584827,0.0235713969657982,0.0517755476139363,0.0105825661157527,0.0329479461936336,0.010382679687074,17.1410579760453,16.3342421228978,13.3761523130438,15.0536479721126,13.1412927353242,17.1410579760453,16.3342421228978,13.3761523130438,15.0536479721126,13.1412927353242,16.6334273833824,15.9568925655762,12.2105277056766,17.0396328712915,12.8050808605235,16.8011686415247,4.76226939623775,15.8688798178319,16.3857961095363,7.55373776484811,744.637082988384,1340.46431731887,830.965265667205,904.71957553424,1166.31823814643,744.637082988384,1340.46431731887,830.965265667205,904.71957553424,1166.31823814643,728.404436192845,1282.87899078887,835.961704855961,793.887081382342,1066.65754987944,709.875065167769,878.373908255636,846.797605163337,796.377646266247,864.128814479903,25.9676061666667,24.5650305333333,24.8535593333333,27.5658791,23.0301108,25.9676061666667,24.5650305333333,24.8535593333333,27.5658791,23.0301108,27.1954236896552,26.2286460344828,26.389124,29.9237744482759,23.9151132413793,29.3387736551724,30.3096583103448,29.4585134137931,33.4975352413793,26.8673238965517,1.82807593666667,9.76265115,12.60695725,7.40202383333333,7.93715486233333,1.82807593666667,9.76265115,12.60695725,7.40202383333333,7.93715486233333,2.22329522068966,10.2900738275862,13.7494211206897,5.55516874275862,7.32055660931035,2.61237780344828,8.68894106206896,13.3969165724138,6.27141992827586,7.09131600503448
