"","CLIMAT","OCEAN","CONTINENT","Lat","Long","LAT_mouth","LONG_mouth","soc_past","T_past","P_past","Area","Slope_deg","Debit_moyen","GRDC","LAT_file","LONG_file","future_file","region","DOC_hist_rcp26_gfdl_mean","DOC_hist_rcp26_gfdl_sd","DOC_hist_rcp26_hadgem_mean","DOC_hist_rcp26_hadgem_sd","DOC_hist_rcp26_ipsl_mean","DOC_hist_rcp26_ipsl_sd","DOC_hist_rcp26_miroc_mean","DOC_hist_rcp26_miroc_sd","DOC_hist_rcp26_noresm_mean","DOC_hist_rcp26_noresm_sd","DOC_hist_rcp85_gfdl_mean","DOC_hist_rcp85_gfdl_sd","DOC_hist_rcp85_hadgem_mean","DOC_hist_rcp85_hadgem_sd","DOC_hist_rcp85_ipsl_mean","DOC_hist_rcp85_ipsl_sd","DOC_hist_rcp85_miroc_mean","DOC_hist_rcp85_miroc_sd","DOC_hist_rcp85_noresm_mean","DOC_hist_rcp85_noresm_sd","DOC_fut_rcp26_gfdl_mean","DOC_fut_rcp26_gfdl_sd","DOC_fut_rcp26_hadgem_mean","DOC_fut_rcp26_hadgem_sd","DOC_fut_rcp26_ipsl_mean","DOC_fut_rcp26_ipsl_sd","DOC_fut_rcp26_miroc_mean","DOC_fut_rcp26_miroc_sd","DOC_fut_rcp26_noresm_mean","DOC_fut_rcp26_noresm_sd","DOC_fut_rcp85_gfdl_mean","DOC_fut_rcp85_gfdl_sd","DOC_fut_rcp85_hadgem_mean","DOC_fut_rcp85_hadgem_sd","DOC_fut_rcp85_ipsl_mean","DOC_fut_rcp85_ipsl_sd","DOC_fut_rcp85_miroc_mean","DOC_fut_rcp85_miroc_sd","DOC_fut_rcp85_noresm_mean","DOC_fut_rcp85_noresm_sd","Q_hist_rcp26_gfdl","Q_hist_rcp26_hadgem","Q_hist_rcp26_ipsl","Q_hist_rcp26_miroc","Q_hist_rcp26_noresm","Q_hist_rcp85_gfdl","Q_hist_rcp85_hadgem","Q_hist_rcp85_ipsl","Q_hist_rcp85_miroc","Q_hist_rcp85_noresm","Q_fut_rcp26_gfdl","Q_fut_rcp26_hadgem","Q_fut_rcp26_ipsl","Q_fut_rcp26_miroc","Q_fut_rcp26_noresm","Q_fut_rcp85_gfdl","Q_fut_rcp85_hadgem","Q_fut_rcp85_ipsl","Q_fut_rcp85_miroc","Q_fut_rcp85_noresm","PCP_hist_rcp26_gfdl","PCP_hist_rcp26_hadgem","PCP_hist_rcp26_ipsl","PCP_hist_rcp26_miroc","PCP_hist_rcp26_noresm","PCP_hist_rcp85_gfdl","PCP_hist_rcp85_hadgem","PCP_hist_rcp85_ipsl","PCP_hist_rcp85_miroc","PCP_hist_rcp85_noresm","PCP_fut_rcp26_gfdl","PCP_fut_rcp26_hadgem","PCP_fut_rcp26_ipsl","PCP_fut_rcp26_miroc","PCP_fut_rcp26_noresm","PCP_fut_rcp85_gfdl","PCP_fut_rcp85_hadgem","PCP_fut_rcp85_ipsl","PCP_fut_rcp85_miroc","PCP_fut_rcp85_noresm","TMP_hist_rcp26_gfdl","TMP_hist_rcp26_hadgem","TMP_hist_rcp26_ipsl","TMP_hist_rcp26_miroc","TMP_hist_rcp26_noresm","TMP_hist_rcp85_gfdl","TMP_hist_rcp85_hadgem","TMP_hist_rcp85_ipsl","TMP_hist_rcp85_miroc","TMP_hist_rcp85_noresm","TMP_fut_rcp26_gfdl","TMP_fut_rcp26_hadgem","TMP_fut_rcp26_ipsl","TMP_fut_rcp26_miroc","TMP_fut_rcp26_noresm","TMP_fut_rcp85_gfdl","TMP_fut_rcp85_hadgem","TMP_fut_rcp85_ipsl","TMP_fut_rcp85_miroc","TMP_fut_rcp85_noresm","SOC_hist_rcp26_gfdl","SOC_hist_rcp26_hadgem","SOC_hist_rcp26_ipsl","SOC_hist_rcp26_miroc","SOC_hist_rcp26_noresm","SOC_hist_rcp85_gfdl","SOC_hist_rcp85_hadgem","SOC_hist_rcp85_ipsl","SOC_hist_rcp85_miroc","SOC_hist_rcp85_noresm","SOC_fut_rcp26_gfdl","SOC_fut_rcp26_hadgem","SOC_fut_rcp26_ipsl","SOC_fut_rcp26_miroc","SOC_fut_rcp26_noresm","SOC_fut_rcp85_gfdl","SOC_fut_rcp85_hadgem","SOC_fut_rcp85_ipsl","SOC_fut_rcp85_miroc","SOC_fut_rcp85_noresm"
"Little Scarcies","A","Atlantic Ocean","Africa",9.622184,-11.99543,8.87,-13.14,7.421666667,26.12946705,194.054545,12900,1.686506,905.8,"non",8.75,-13.25,"Flow8.75_-13.25.day",20,0.221898856161488,0.0334289271167882,0.255349086967077,0.0912946078091448,0.193711590553091,0.0589343434254769,0.190324150577903,0.0409820450957144,0.317178172503222,0.0743538561135683,0.223382494609202,0.0338344662128953,0.259251465666631,0.0911092260008293,0.197332761765563,0.0604679317299959,0.191409354767208,0.0428324641778816,0.3175713024725,0.0744330139229314,0.241648422655233,0.0365399624097518,0.32903225720923,0.115115872350143,0.187044320939617,0.0565309906110895,0.238868823810696,0.0510624987372481,0.335460603845088,0.0783178857180751,0.270178026624605,0.041261642998586,0.210521722080548,0.071749717527456,0.168011030379558,0.0515446731336375,0.254309244039442,0.0575433682603811,0.322077573276977,0.0768697572794142,48.4803368758656,45.5444952453216,43.6879158007968,47.0430233548992,45.8046596064672,48.4803368758656,45.5444952453216,43.6879158007968,47.0430233548992,45.8046596064672,52.9862597467697,55.2048024147939,41.7440787915079,58.1014641882141,48.3857841005628,59.0712907897192,33.8292050391062,37.0190947901065,63.050578673323,46.0071332496199,2219.00689068582,1062.49692252761,1373.4246493941,1746.86020166417,1369.9912367019,2219.00689068582,1062.49692252761,1373.4246493941,1746.86020166417,1369.9912367019,2296.65067869818,1132.15178999489,1363.84328574845,1918.13717036013,1357.27347945721,2507.76981906386,1040.83438452693,1280.10750625331,2099.76912105413,1251.13692662741,24.0291577333333,24.9827974333333,23.9898378333333,25.9105671,23.8269139666667,24.0291577333333,24.9827974333333,23.9898378333333,25.9105671,23.8269139666667,25.2293484482759,26.555707137931,25.7055994827586,26.8250877931034,25.0052106896552,27.3440869310345,30.3734350344828,29.5953955862069,29.9483611724138,27.7997256896552,5.31065412333333,9.48916336666667,8.87573729,7.62966639533333,5.4324798958,5.31065412333333,9.48916336666667,8.87573729,7.62966639533333,5.4324798958,5.1909856862069,10.7774581896552,9.02475794827586,8.96696772482759,5.44062718544828,5.37509176551724,10.5930755862069,8.36387636551724,8.20810251034483,5.41467313482759
"Ljusnan","D","Atlantic Ocean","Europe",61.969216,14.627356,61.22,17.1,97.8,1.986616502,53.741667,19828,1.315777,226,"x",61.25,17.25,"Flow61.25_17.25.day",18,0.061203948634157,0.0104194809258074,0.0584625473322532,0.019623026338834,0.0568506139117693,0.0141774090902829,0.0718198474153047,0.0142780555017529,0.0396168819221295,0.00831422391846594,0.0613838038760013,0.0100307125936132,0.0569787918083494,0.0192405901586098,0.055983102470488,0.0137480926369022,0.070942194306811,0.0138970297420328,0.0391619449514953,0.0081608306125266,0.0676850225763507,0.0109953659476512,0.0492279678980028,0.0165201908597217,0.0547873066484398,0.0137050848840633,0.0856819190938149,0.0166321843785268,0.0396814622934558,0.00828509141826016,0.0643380784452636,0.00985251376851963,0.0451883832617737,0.0152625824621875,0.0530949299506946,0.0132943843846228,0.0840296694188766,0.0155218321819828,0.0332135117859951,0.00687931756547454,9.0342971982144,9.3967501397184,8.9375882529312,9.1501624165536,8.7252345643968,9.0342971982144,9.3967510918176,8.9375882529312,9.1501608841056,8.7252346389888,10.6095890906814,7.89422642352993,8.88504525037241,11.1001245457059,8.49606525447393,10.1885952681633,7.40162863896828,9.17089512196966,11.6622602818957,7.26813859045407,869.925581148414,806.334575186338,769.928919063186,957.281835007722,920.06574401173,869.925581148414,806.334575186338,769.928919063186,957.281835007722,920.06574401173,976.635414594112,849.916122212594,857.515303910115,1154.25401034836,972.032099676284,1043.68545101384,899.535047362123,987.348879312783,1314.93553097044,1021.98927589063,0.428854538566667,0.815532074133333,-1.6688995901,4.10564866333333,1.85508050133333,0.428854538566667,0.815532074133333,-1.6688995901,4.10564866333333,1.85508050133333,1.63210958310345,3.3754725862069,1.28396757655172,7.24463120689655,4.3932567862069,4.03346426551724,7.23799042413793,5.72408441724138,11.1547119310345,6.76004856896552,20.4495496333333,14.2559876333333,15.62271895,47.8670691,1.52358197093333,20.4495496333333,14.2559876333333,15.62271895,47.8670691,1.52358197093333,18.4584384137931,14.8295761724138,15.7838636965517,49.6808177413793,1.52208314755172,18.2530986551724,15.0269615344828,15.4831868655172,48.7152265965517,1.49606468306897
"Lofa","A","Atlantic Ocean","Africa",7.629805,-10.201689,6.574,-11.1,9.265,25.20225704,228.090909,9194,1.501257,733.7,"non",6.75,-11.25,"Flow6.75_-11.25.day",17,0.0868809369534136,0.0133726883596914,0.100684512749722,0.036894307580575,0.0830994926088569,0.0232809840045994,0.0734019019492322,0.0164978091378979,0.12623330496174,0.0321788776423456,0.0866148716825954,0.0130995153678909,0.10032189560656,0.0356914800915115,0.0823406901212769,0.0233902661183531,0.0722619786542919,0.0151885250563198,0.126492971791513,0.0329618282824072,0.0876725072183129,0.0136793660269676,0.121165618488554,0.0436254597409732,0.0827961363263201,0.0232292459285262,0.0736345309931423,0.0163819068367109,0.132878697093018,0.033446439077982,0.0957679403735361,0.0146203201533024,0.113338498312589,0.0394476178915818,0.081963348678114,0.0237337938247033,0.0738781238083632,0.0152288775390307,0.137873137791168,0.0346654082745322,19.0062510249312,17.9476063363584,16.6584193156224,18.3861794497248,17.9791652196576,19.0062510249312,17.9476063363584,16.6584193156224,18.3861794497248,17.9791652196576,19.5968988310841,20.3961601850946,16.5333440794097,18.1654823582069,18.9276619809203,21.1029217128397,18.7180783281633,17.2375178982554,18.300272786784,19.6975508032651,2505.58839786361,1202.22201072827,1747.87909221992,2559.73454142124,1848.11094913522,2505.58839786361,1202.22201072827,1747.87909221992,2559.73454142124,1848.11094913522,2617.32413605844,1301.08535359906,1788.42411981001,2522.99585226478,1790.88476257902,2678.26093412583,1258.2594769664,1894.96730560073,2558.80627836864,1830.58179483841,23.0360931333333,24.3703405666667,23.7603088666667,25.5297431333333,22.4430257666667,23.0360931333333,24.3703405666667,23.7603088666667,25.5297431333333,22.4430257666667,24.2717440689655,25.961836862069,25.372122,26.7011909310345,23.3982254137931,26.3509163103448,29.8135323793103,29.1414970344828,29.4038804482759,25.7987982413793,6.43880392666667,10.8773473,14.15984711,10.1593040573333,9.41883414416667,6.43880392666667,10.8773473,14.15984711,10.1593040573333,9.41883414416667,5.58016255172414,12.6608841724138,14.5608766862069,11.0393192706897,9.01327501075862,6.33535883448276,12.6567645,14.1956612862069,11.9325473827586,8.65323268551724
"Loire","C","Atlantic Ocean","Europe",46.892549,1.4748,47.27,-1.88,7.472045455,10.86577653,63.09407,117000,0.909662,931,"x",47.25,-1.75,"Flow47.25_-1.75.day",24,0.11899130985334,0.0167977382870138,0.168563792947467,0.0609344249524477,0.168072403733312,0.0412271211195766,0.187997426217115,0.0351692913384151,0.159977707792841,0.0424565709693316,0.118187780955778,0.0172329692161525,0.16712157017203,0.0600678162968444,0.165616661895636,0.0409796065350511,0.18635046908261,0.0368034867789635,0.160987628026827,0.0413311246200339,0.136181503936181,0.0190235911702679,0.182047712509136,0.0638404648588381,0.184079125933283,0.0451335365460504,0.228781024218099,0.0436510042352455,0.15368373549698,0.0401510058780631,0.0917607940916138,0.0133174961213808,0.144729731955649,0.049007584591152,0.111129278086543,0.0271922598494296,0.143306531215119,0.028587083203968,0.102817259082132,0.0264314682691199,32.02724071944,35.9966724038323,30.4914254480237,33.0559639161696,31.4959475332224,32.0272440069312,35.9966733322003,30.4914271131821,33.0559603044192,31.4959446813888,33.8050543192029,32.7848657030426,32.1797833441126,34.539853557163,30.0411444371785,23.9091535452861,23.5006016000524,19.3614742590137,22.9552354260904,21.1138530282164,1311.3143217243,864.131596515058,971.609226811033,1271.50406710927,999.216852919234,1311.3143217243,864.131596515058,971.609226811033,1271.50406710927,999.216852919234,1338.07924755768,855.089050662238,1043.34265074684,1386.90236843795,1011.59956367753,1175.49060759067,781.808063421761,883.840827100484,1256.67558580269,934.835303042328,10.4599599,11.3435390166667,10.4850048,11.3515015166667,11.31868835,10.4599599,11.3435390166667,10.4850048,11.3515015166667,11.31868835,11.2387479310345,13.4299720172414,11.9452255,13.9158486206897,13.2146182586207,13.0649357586207,16.8445365862069,15.501733637931,17.0470862586207,15.2808545862069,6.93746512333333,9.38905383333333,15.1650353666667,40.1580262633333,5.54300619163333,6.93746512333333,9.38905383333333,15.1650353666667,40.1580262633333,5.54300619163333,8.46510165517241,11.5192256551724,16.3969284896552,52.9896730827586,5.46768398596552,8.0221672137931,12.6458774137931,16.0149446827586,49.9071693862069,5.31223881165517
"Lule","D","Atlantic Ocean","Europe",67.036617,18.704218,65.67,21.86,98.28352941,-1.350709789,49.790055,25240,1.954828,515,"x",65.75,21.75,"Flow65.75_21.75.day",23,0.105137871793992,0.019135713850258,0.0642730817242744,0.0215694487011365,0.0645556449764268,0.0163733059787789,0.160353849719502,0.0357498600449332,0.0555512144039382,0.0115936609954319,0.105618036402795,0.0197716078467073,0.0634918243243918,0.0220982422059453,0.0657594596236741,0.0158393434183159,0.159386085975655,0.0350309931370765,0.0557424599055266,0.0113513782857261,0.113186255294846,0.0200582364587289,0.0710062270759377,0.023701333193429,0.0811242896018946,0.0203613283918081,0.162226059164019,0.0349932826169552,0.0539553862645014,0.0112352462845338,0.116711471684754,0.020775731513012,0.0707113018339721,0.0245321509713552,0.104934358952646,0.0252394327681824,0.170056535946235,0.0348898058685673,0.0593190940978038,0.012039084225776,12.964186319904,12.9121664469984,12.725109597024,12.990977041968,12.9192501262464,12.964186319904,12.9121664469984,12.725109597024,12.990977041968,12.9192501262464,14.2707896050295,12.9014259294786,13.8964418081379,14.6038707979299,12.2263302841423,14.633214472949,12.9870674542676,17.2568964171476,16.6303761385159,12.805405496064,758.631361891285,880.218596736501,640.437117954134,603.405302223969,720.382386868401,758.631361891285,880.218596736501,640.437117954134,603.405302223969,720.382386868401,816.392121118397,957.315724880909,733.475711787271,709.818945904552,753.9446721459,875.111442550465,1033.34295777313,889.170353255082,834.50625480903,834.60203273535,-2.029083811,-2.03544382466667,-6.55056173333333,1.98030683246667,-0.9034944661,-2.029083811,-2.03544382466667,-6.55056173333333,1.98030683246667,-0.9034944661,-0.740862855758621,1.05863997472414,-2.84692246896552,5.18375315517241,1.33972336793103,1.87099895862069,4.79184583793103,2.2344427862069,9.30817032758621,3.8293112137931,24.1943053333333,12.0367366666667,11.55408539,56.2646277133333,0.33569652518,24.1943053333333,12.0367366666667,11.55408539,56.2646277133333,0.33569652518,22.9653406206897,13.7036304137931,13.3302953724138,52.765731237931,0.353863128389655,23.045386862069,13.8800418793103,13.7501307482759,51.6627640068966,0.358125263772414
"Lurio","A","Indian Ocean","Africa",-14.345904,37.777453,-13.512,40.53,6.174736842,23.81477535,88.831111,60800,1.262846,287,"non",-13.75,39.75,"Flow-13.75_39.75.day",22,0.0789119462363243,0.0110933123297147,0.11736667325225,0.041409034331651,0.114544655286697,0.0297107426493619,0.108372850979631,0.021260393072795,0.126360319033641,0.0315872390339419,0.0790757024267689,0.0116927049622272,0.11703113985436,0.0420984441837401,0.116099354979493,0.0302775695476804,0.10825506149003,0.0214033346335127,0.126804859867542,0.0306215150503285,0.0709570595356273,0.0100077486107809,0.10635485218805,0.0366790031433809,0.109402946649598,0.0283681252861157,0.0913216330613473,0.0173130010799766,0.116844064337644,0.0273576786274022,0.0605037690880031,0.00887349382699292,0.106177484426416,0.0373854152953287,0.149765523936981,0.0409854963774716,0.07822907220559,0.0146928346805288,0.103153171554259,0.0233445597046058,19.56751756776,21.6686644877376,20.7323695799453,24.7399544779402,20.5001589863606,19.56751756776,21.6686644877376,20.7323695799453,24.7399544779402,20.5001589863606,17.5140437163214,17.9604471963575,19.6370216037325,18.173416918894,19.4780707228552,14.9175734246804,16.5342346272695,28.5279953478356,15.6368187462558,16.7962020492175,1377.13943399433,1139.55024493163,938.101591547347,779.349084823826,1072.41458552728,1377.13943399433,1139.55024493163,938.101591547347,779.349084823826,1072.41458552728,1309.5013341175,973.579525460255,936.61458291052,656.213857946675,985.838229114355,1217.93756885714,960.574017341686,1128.14861103343,637.569893008356,931.443078746012,21.9117049333333,22.5390562,21.9944793333333,25.3224380666667,22.5636516,21.9117049333333,22.5390562,21.9944793333333,25.3224380666667,22.5636516,23.0516965172414,24.0432180689655,23.5178147931034,26.1595142758621,23.9355113793103,25.5605647241379,27.6949232758621,26.6109628275862,29.5354245517241,26.6851832068966,4.66628868666667,12.8651020666667,11.7336026266667,8.15222199333333,4.6283425015,4.66628868666667,12.8651020666667,11.7336026266667,8.15222199333333,4.6283425015,4.66544594827586,12.2031514655172,12.0021987413793,11.5414675206897,3.81244188768966,4.70448942413793,12.0886541896552,12.340835937931,11.428805537931,4.01425068624138
"Ma","C","Pacific Ocean","Asia",20.37529,104.48588,19.78,105.85,9.14,21.55219838,125.133929,28400,6.011914,52.6,"non",19.75,105.75,"Flow19.75_105.75.day",21,0.111303061267452,0.0163201627395197,0.129683837254012,0.0454547907254606,0.148071716104061,0.0385837449670896,0.141028138931838,0.0259994520002094,0.153364092749191,0.0496012536186077,0.111304277948172,0.0162600832109159,0.128838912390929,0.044778080094241,0.150974070305044,0.0363948088123227,0.141858040411695,0.0257340353356901,0.155070729239845,0.0515841472648589,0.0992303493241148,0.0145716843189094,0.122808716873587,0.0425820122722718,0.121381229882502,0.0310937448665383,0.156210410406763,0.0287586703358642,0.18310572527094,0.056135115373554,0.112826754544519,0.0164872045804233,0.131987669925198,0.0444651659037753,0.149522894109064,0.0360020487326522,0.141357206465218,0.0256465482646755,0.216852704193279,0.0636603843485401,23.6844005196326,22.5974596454784,22.8003407427744,24.3586324532333,21.80161913472,23.6844005196326,22.5974596454784,22.8003407427744,24.3586324532333,21.80161913472,21.1671780273464,20.6392981051793,17.209220085655,27.226095290496,26.0777842347178,23.9166852718692,20.1822318958603,21.7910970216844,24.450195521376,30.7820712508734,1336.88658714178,1410.48478926808,1172.1993084942,1004.67183305116,1345.01021757211,1336.88658714178,1410.48478926808,1172.1993084942,1004.67183305116,1345.01021757211,1311.59374755701,1480.21691073357,1048.56565119181,1023.51533133998,1402.75549544055,1393.18885062965,1325.9563439322,1131.80998146786,1021.44254235935,1550.56873089297,19.3575179,21.9914305,20.0835373666667,20.9538963666667,18.7006210666667,19.3575179,21.9914305,20.0835373666667,20.9538963666667,18.7006210666667,20.7266754137931,24.3212753103448,21.5963991724138,22.4498703103448,19.102253,22.2971800344828,27.9507167586207,24.8629564482759,26.6925558965517,21.4070594827586,6.02448670333333,14.7843276333333,15.97032034,19.88290429,11.133216527,6.02448670333333,14.7843276333333,15.97032034,19.88290429,11.133216527,5.79176552758621,15.678703,16.5776575551724,19.1780107965517,10.8815648341379,5.94561830344828,15.9054862241379,16.1456070758621,19.3153217586207,10.3505256377586
"Mackenzie","D","Arctic Ocean","North America",60.328795,-120.356921,67.61,-134.12,91.18390746,-3.069523106,35.284842,1805000,1.850007,10300,"x",67.75,-134.25,"Flow67.75_-134.25.day",28,2.6835493860116,0.550786611699087,1.46846254910951,0.497111219692038,2.39113379771668,0.600718774090511,2.23943669634211,0.475619652695234,1.11425526619953,0.444187052157759,2.68203741455023,0.525914494953578,1.47412566808544,0.497228087108997,2.43255158367457,0.605013198095786,2.24798508785988,0.475008069173636,1.08669431580311,0.432530664971227,2.82912418244955,0.572047980846956,2.29893431390301,0.776138318918218,2.56958114654247,0.643840908968276,2.68795718834,0.555709420266623,1.28410362882408,0.480199648650129,3.01539415866642,0.564152985386199,2.62684052932251,0.87675095831414,2.670792330941,0.661121450411571,3.14694913944882,0.620852229594248,1.55197383070589,0.529673590661092,317.02980558528,323.17275102048,302.691876502752,304.541753168448,310.437445464288,317.02980818304,323.17275044448,302.691876039072,304.541753352768,310.437445464288,333.381061681324,385.208117501462,314.123435543172,358.118049234538,318.836342772745,354.378494409269,384.669882611752,310.918672135614,425.739596361269,353.655679803443,602.629337224609,581.056006231988,540.475468321264,620.360463751188,452.157193177347,602.629337224609,581.056006231988,540.475468321264,620.360463751188,452.157193177347,625.92296615259,635.802303455003,570.625240516586,720.150778429856,498.526686204615,676.322450187616,684.106979541947,582.924163664297,843.111938362399,568.224408813584,-1.47895093212333,-5.72177527666667,-2.46585258666667,-1.34846560933333,-5.64041769,-1.47895093212333,-5.72177527666667,-2.46585258666667,-1.34846560933333,-5.64041769,-0.419081640103448,-2.60680266896552,-0.073476835137931,2.83757882803448,-2.59676419137931,1.96204174551724,2.8824647,4.61063572758621,7.72246907586207,1.6879483817931,30.1864165,13.3918136833333,20.24200562,47.29138435,5.3785229293,30.1864165,13.3918136833333,20.24200562,47.29138435,5.3785229293,29.3921150344828,16.2494677931034,20.5913048137931,46.4154345172414,5.41337810751724,28.4948380344828,17.7625597241379,20.0836182793103,45.5402084586207,5.31875267086207
"Magdalena","A","Atlantic Ocean","South America",6.274318,-74.902042,10.76,-74.73,13.74016949,22.27512826,176.091988,259000,5.191258,6987,"x",10.75,-74.75,"Flow10.75_-74.75.day",27,0.904455788824251,0.136307284748822,0.78511022450807,0.328497706240096,0.783629649246346,0.2270121982308,1.04094794094424,0.205094701188019,1.37328291845989,0.32391856509478,0.900306310605453,0.132934201370532,0.801048705066946,0.341651294681061,0.776536224341346,0.237628217552576,1.04350877487103,0.202599581932053,1.38189474722525,0.339867078733405,1.00896910211145,0.151348577108476,0.93876554581079,0.386996023815075,0.743529502103855,0.215494910523097,1.294091330266,0.264048785436217,1.55225127523841,0.356078841246479,1.03684157144183,0.150877152290331,0.853471410406613,0.351978137096479,0.733519089477302,0.231298102555682,1.66900362046684,0.336532528761817,2.10340450395151,0.487711641665241,212.979284017862,201.3218743392,203.233176675792,232.980853613184,215.5770601344,212.979284017862,201.3218743392,203.233176675792,232.980853616064,215.5770601344,233.405220753583,230.423839229297,192.660140016973,302.909473200265,243.600255982676,237.624499072065,199.904167688077,198.228236501018,383.118559662488,322.897487652943,1711.86576978898,3530.39584903361,2353.85000573323,1926.98039946877,1869.78498117469,1711.86576978898,3530.39584903361,2353.85000573323,1926.98039946877,1869.78498117469,1763.76503016071,3678.59567993205,2395.18568545657,2133.70879651566,1972.14373606733,1731.27728132357,3571.52791471642,2641.83688440196,2345.30427892921,2120.23168704917,23.9185555666667,20.8921690666667,21.8651463333333,23.8979857333333,21.0194443666667,23.9185555666667,20.8921690666667,21.8651463333333,23.8979857333333,21.0194443666667,25.0328400344828,22.4582474827586,23.6212182758621,25.4500969655172,21.6492848965517,27.1666632758621,25.8067828965517,27.1982153103448,28.4999216896552,24.3223631724138,3.89974362,18.9408975,13.5829114066667,18.6130828633333,7.88217713166667,3.89974362,18.9408975,13.5829114066667,18.6130828633333,7.88217713166667,4.28721622413793,20.6820135517241,13.7299023551724,15.9692663689655,7.60840887517241,4.53384218965517,21.5552516551724,13.7291025241379,17.4055081675862,7.19048743813793
"Mahakam","A","Indian Ocean","Asia",0.374495,115.889842,-0.582,117.31,15.5045,26.40234285,248.880342,77100,2.86144,2500,"non",-0.75,117.25,"Flow-0.75_117.25.day",26,0.45461198734685,0.0680706032360872,0.452202986593781,0.181249309164777,0.306445518069356,0.108949391186522,0.466903546077686,0.0931821943115474,0.657239637424257,0.15991946449422,0.449103936285722,0.0668111680754636,0.456233284186888,0.181674830848622,0.300002881306463,0.111597768102628,0.463371187579912,0.0912766814931859,0.659181712507523,0.159812546235132,0.434868336120269,0.065119340279482,0.533858361258614,0.206409702857312,0.367057729075586,0.130878195702261,0.45267957611864,0.0908509020931904,0.67095227604613,0.16103906526283,0.516816352481081,0.077159102705979,0.62445803323464,0.242223440005202,0.44454159872423,0.174082668094854,0.547809661453422,0.110640909319033,0.913974620407178,0.204755194790325,103.393943932715,106.173851943416,98.370812666592,100.536772370976,100.48180218745,103.393943932715,106.173851943416,98.370812666592,100.536772370976,100.48180218745,98.8155284924964,116.662825440665,116.507238191106,98.1494083773683,102.871448840408,117.965083892805,135.740572199017,150.546091348899,122.492481152772,141.006484259732,3918.49491387003,1994.21056996214,4194.20998509486,2763.73427277019,2934.05593121508,3918.49491387003,1994.21056996214,4194.20998509486,2763.73427277019,2934.05593121508,3770.1076485079,1998.19452314601,4598.01295269505,2711.96230249652,2924.38972832285,4090.40378042619,2265.32320447645,5398.28057711002,3070.56581113952,3580.07970093941,24.9120489,25.5355733333333,24.5964404333333,23.9401438666667,23.2569495333333,24.9120489,25.5355733333333,24.5964404333333,23.9401438666667,23.2569495333333,25.8112553793103,26.8766095172414,26.1220403793103,25.0200272758621,24.2676841724138,27.7257767241379,30.2137523103448,29.188080137931,27.7140401724138,26.4239423793103,8.2593405,10.8987,12.78480491,26.5226139333333,10.8227105023333,8.2593405,10.8987,12.78480491,26.5226139333333,10.8227105023333,8.0348995,12.241099862069,13.7441865655172,25.2461300172414,10.3025022237931,8.45615789655172,13.4420289827586,13.5544744655172,24.4769813172414,8.88393350389655
"Mahanadi","A","Indian Ocean","Asia",21.182516,82.833628,20.448,86.73,7.593170732,26.13698085,113.743534,141600,1.100533,2119,"non",20.25,86.25,"Flow20.25_86.25.day",25,0.503162832896228,0.0746433117444941,0.695015309676043,0.265242491832745,0.479456749471973,0.137902855533038,0.45155956295135,0.0861285565525118,0.726543954765206,0.17214604765094,0.500430552903543,0.0735707576949754,0.695508309002006,0.250427102073004,0.480996108230631,0.133941685606327,0.451126954860117,0.0893146064226469,0.727569292233444,0.176455415287414,0.536531242340701,0.0795266066155616,1.07899388424927,0.417279453680196,0.51497192146088,0.147494710896169,0.491498344219883,0.0904240491407144,0.772552390029254,0.180288286955548,0.501831774329697,0.072786437920126,1.35376350301204,0.48952865852875,0.681007282790765,0.189620100010991,0.519782449738727,0.10558965004186,0.746989842457718,0.179107817821414,109.794070316431,122.277048722623,101.386553909772,105.738577407729,109.78571769817,109.794070316431,122.277048722623,101.386553909772,105.738577407729,109.78571769817,116.443610798836,194.508772460886,106.848515080654,106.44565214023,116.872355168811,104.557838187553,229.008472582687,140.09237065588,124.486697659168,112.457453542266,1211.08848624111,648.009398417953,789.771424961839,1137.36945228319,1171.25738808567,1211.08848624111,648.009398417953,789.771424961839,1137.36945228319,1171.25738808567,1256.58929249345,947.123252097881,804.026699974344,1226.38309179691,1187.08705708356,1134.75325321023,956.060889846667,890.895366849044,1299.239618402,1187.14725775525,25.9715482333333,24.8058940666667,24.462525,27.8822765,24.9829639666667,25.9715482333333,24.8058940666667,24.462525,27.8822765,24.9829639666667,27.0722726206897,25.7974673793103,26.3898071724138,28.8891068965517,25.8762482068966,30.1537932758621,29.2283717586207,29.8128443448276,33.2334445517241,28.3984253448276,3.87939573,6.61959194,6.43765433,7.837639464,4.66118549973333,3.87939573,6.61959194,6.43765433,7.837639464,4.66118549973333,4.03379267586207,7.95783063103448,6.64259723103448,11.5307706068966,4.62751857055172,4.6106916862069,8.13038566896552,6.90660799310345,7.32320397206897,4.68907065913793
