"","river","climate","latitude","winter_mean_past","spring_mean_past","summer_mean_past","fall_mean_past","total_mean_past","total_min_past","total_max_past","total_Q_past","total_Q_min_past","total_Q_max_past","av_DOC_past","winter_mean_fut","spring_mean_fut","summer_mean_fut","fall_mean_fut","total_mean_fut","total_min_fut","total_max_fut","total_Q_fut","total_Q_min_fut","total_Q_max_fut","av_DOC_fut"
"22","Bann","C",55.17,0.00732104900641279,0.00376613734834686,0.00114046171600808,0.00353195933640644,0.0157596074071742,0.0148143210562278,0.0167048937581205,4.0118163462952,3.76474392311417,4.25888876947623,3.63441118020818,0.00822155201780639,0.00392814510961341,0.000897135353468546,0.00369998390021282,0.0167468163811012,0.0155506826699627,0.0179717130204154,4.15753471993386,3.88508850622448,4.42998093364324,3.63505821215803
"23","Barrow","C",52.54,0.00198239669065174,0.000930678393400718,0.000190731563238882,0.000685572551399869,0.00378937919869121,0.00356055975543602,0.00401819864194639,0.861363454833439,0.806974445072487,0.91575246459439,3.75775954604174,0.00236332504619742,0.00103838313874517,0.000142328420867618,0.000661330994332154,0.00420536760014236,0.0038203502405552,0.00461438055138414,0.891335921546691,0.827112970629843,0.955558872463538,3.8192153484444
"24","Bengawan Solo","A",-6.84,0.0406973934761212,0.0178375806171047,0.00174694748948529,0.0131461959025135,0.0734281174852246,0.0645242074259698,0.0823320275444793,16.7369147429669,14.6687496982448,18.805079787689,3.61240516188786,0.04702438727375,0.0183787413355927,0.00148273483273266,0.0130411904281989,0.0799270538702743,0.0684371824652432,0.0919910912069658,18.0768618669313,15.6186414173448,20.5350823165178,3.58551698908987
"25","Blackwood","C",-34.33,0.000137913222599035,0.00113581588172336,0.00550939478967843,0.00164640391739166,0.00842952781139248,0.00739182596576017,0.00946722965702479,3.04373479262841,2.6486145398446,3.43885504541222,1.78548512434316,7.82211158392732e-05,0.000475966873686702,0.000966853278113162,0.000184946602090398,0.00170598786972953,0.00133310690263542,0.00210708831666682,1.00076574320378,0.801006022194151,1.20052546421342,0.988486383538275
"26","Brazos","C",28.88,0.0310882450201381,0.0252109294820941,0.0143457367903993,0.0220553529705886,0.0927002642632201,0.0782422543326089,0.107158274193831,28.2067386829141,23.8339039295919,32.5795734362363,3.01992905467813,0.0183057581808074,0.0156328293641737,0.0113325190466082,0.0150136645974818,0.0602847711890711,0.0480029603153294,0.0729661359422074,19.4414905236555,15.7734327611568,23.1095482861542,2.76023857567888
"27","Burdekin","B",-19.67,0.0329978843834372,0.010234510142464,0.0011846396568012,0.00478641968832024,0.0492034538710227,0.036787217841875,0.0616196899001704,15.8985683518406,12.0154924622548,19.7816442414263,1.84690655406275,0.0336079844310398,0.00765238595573968,0.00062352174010628,0.00670949196421735,0.0485933840911031,0.03491098918257,0.0630828998110038,15.1930240989721,11.2240404848621,19.1620077130822,1.78298848845154
"28","Buzi","A",-19.87,0.101866784667734,0.029184755680168,0.00473416083090918,0.0230030436874759,0.158788744866287,0.132773788613573,0.184803701119001,35.9387139335096,30.0823838105394,41.7950440564798,3.79880729782037,0.105415594092023,0.0223925631919739,0.00303306449532345,0.0123448437079573,0.143186065487278,0.114392736657923,0.172711581932775,31.9433547806166,25.8045429851475,38.0821665760856,3.50212192480373
"29","Ca","C",18.76,0.00408794436322529,0.01037761791834,0.0457022747945325,0.0448289254616166,0.104996762537714,0.0909283306525598,0.119065194422869,24.7210464652172,21.4302747051918,28.0118182252426,3.64820653225281,0.00525090048045334,0.00827185290460093,0.04691501622854,0.0549594938144091,0.115397263428003,0.0965254630618098,0.134636786364505,26.8981629555735,22.6779207622816,31.1184051488654,3.69300873806506
"30","Cavally","A",4.37,0.0110414754658215,0.0313730968902736,0.0501816180138447,0.0467903813377109,0.139386571707651,0.12881013727731,0.149963006137991,33.0516600059358,30.5422333488565,35.561086663015,4.05123129127248,0.0118898988467659,0.0257975880757221,0.0494730023244168,0.0497694068179688,0.136929896064874,0.12405493097999,0.149929223939758,32.3587250713361,29.4295953768058,35.2878547658664,4.07077346063292
"31","Chao Phraya","A",13.53,0.000721110192685638,0.0278464619412168,0.105445827177868,0.0572078844793781,0.191221283791148,0.163121150312968,0.219321417269329,47.9013425563214,40.7125971913585,55.0900879212843,2.44807329838877,0.00155642526283532,0.0257477303098892,0.128509544896225,0.0917993332920129,0.247613033760962,0.206253116101454,0.290371855802006,60.315113460115,50.5399868156801,70.0902401045498,2.62009826469661
"32","Chira","B",-4.9,0.0015560231889692,0.00258534284578969,0.000190913329589703,0.000122559720792138,0.00445483908514074,0.00399690094920748,0.004912777221074,1.69078869432196,1.52683163716861,1.85474575147532,1.78374129844012,0.00253256038504872,0.00419860378180346,0.000295241650833289,0.000152888375112776,0.00717929419279824,0.00633591945459111,0.00804553064068535,2.36337635490272,2.12266696749899,2.60408574230644,2.044669935543
"33","Chubut","B",-43.34,0.000599169794851262,0.00312233789229371,0.0140390054099993,0.00746469577441168,0.025225208871556,0.0234570745812129,0.026993343161899,7.18541708193347,6.66816261843888,7.70267154542806,2.57289455671372,0.000199474474718984,0.00126465041010807,0.00799931367130464,0.00200896032608854,0.0114723988822202,0.0102283358970697,0.0128053769822203,3.80233067332623,3.48209160646222,4.12256974019024,1.99352054144784
"34","Churchill Atlantic","D",53.34,0.00560804367110941,0.173881692265047,0.129055192117082,0.055757395211844,0.364302323265083,0.336555466708176,0.392049179821989,73.9290533698577,68.5368989232378,79.3212078164777,3.58030859249265,0.0184922357332063,0.237689026989841,0.102251944660882,0.0884802767326233,0.446913484116553,0.392335893181668,0.503836151989052,89.1673160220513,80.3706615689399,97.9639704751626,4.41048803087735
"35","Churchill Hudson","D",58.79,0.0223298681677826,0.621044687449505,0.135237329099537,0.0776872396120766,0.856299124328901,0.786825519981366,0.925772728676436,64.4807606390247,59.1533734383052,69.8081478397443,9.21463878470407,0.0995598645794203,0.652009339782953,0.116365629591739,0.125407905415759,0.993342739369871,0.819818888493632,1.19898419926806,70.3249608797076,63.3020783698745,77.3478433895406,11.2147473043269
"36","Cimanuk","A",-6.23,0.0183530090882799,0.00710132424419809,0.000600003696589715,0.00469999889967705,0.0307543359287447,0.0280221623566723,0.0334865095008171,7.38650918157435,6.70944075695467,8.06357760619403,3.33923441826883,0.0207375825416576,0.00797362500996768,0.00059027856311576,0.00489019978160885,0.0341916858963499,0.0304691958813444,0.0380271793170799,8.17481112013535,7.31356189403547,9.03606034623522,3.3410496468401
"37","Citarum","A",-5.96,0.0101466614586823,0.00449302398916385,0.00030665036079599,0.00296757505295663,0.0179139108615988,0.0163271205245183,0.0195007011986792,4.53137241663351,4.11166814302029,4.95107669024673,3.03362706805342,0.0115696379792247,0.00504791393240767,0.000307604531703546,0.00304406416769146,0.0199692206110273,0.0177673069667975,0.0222328257814164,4.95475720955705,4.42303039186041,5.48648402725369,3.07147372079499
"38","Clutha","C",-46.34,0.0118364981303731,0.0128568961117137,0.0131515695289643,0.0232160387975344,0.0610610025685855,0.057631090220705,0.064490914916466,15.6458357171531,14.7610403186691,16.5306311156371,3.82635220907664,0.00999818649512269,0.0133277854666487,0.0215023774486003,0.0193366077123942,0.0641649571227659,0.0597285957523026,0.068659531043759,16.017664765425,14.9944760713692,17.0408534594808,3.91471843123303
"39","Coco (Segovia)","A",15,0.00164592876174212,0.00104567446894603,0.00508361008883929,0.00787913184105966,0.0156543451605871,0.0126503663617327,0.0186583239594415,4.76980084726634,3.87971630510944,5.65988538942325,2.48738126485304,0.00160455898660467,0.000370034009060066,0.00218784631756964,0.00834860323077236,0.0125110425440067,0.00954804703481576,0.0158358426536218,3.79562863168888,2.98429547833569,4.60696178504206,2.16916090067248
"40","Colorado Caribbean","C",28.66,0.0116202705050963,0.00908657148887601,0.00646384310621735,0.00904191751080309,0.0362126026109928,0.029475295162328,0.0429499100596575,13.4191804856958,10.9909993770957,15.8473615942958,2.32239801764778,0.00477094230274931,0.00489074145848923,0.0054082874010869,0.0064505866296393,0.0215205577919647,0.0159942664167733,0.0272989986512214,8.67081949429069,6.71215817418536,10.629480814396,1.94301154812872
"41","Colorado Pacific","B",31.82,0.017311371363777,0.0432607391950687,0.00554177340287436,0.00257968448518604,0.0686935684469062,0.062488770008512,0.0748983668853003,37.4518248825847,33.8140166958973,41.0896330692721,1.2950655956945,0.0154914321674882,0.0243988354331943,0.0022972722188334,0.00240400456576344,0.0445915443852793,0.0384491621149513,0.0510963629911887,26.8428210650906,23.6816755638366,30.0039665663445,1.15350176979678
"42","Columbia","D",46.18,0.162575123418776,0.324424424331686,0.0395522333120895,0.0346641316757377,0.561215912738289,0.525725460985946,0.596706364490633,170.097732208817,158.608514551631,181.586949866002,2.5459800939742,0.288989102342151,0.219369844531902,0.0075037786593252,0.0574049286275027,0.573267654160881,0.523993729145153,0.624211526422647,161.82186282768,149.691027649897,173.952698005462,2.56045476948608
"43","Connecticut","D",41.28,0.0392550526825569,0.0630084696228035,0.00608836490013807,0.0158637522101714,0.12421563941567,0.114846943678615,0.133584335152725,19.6313389579579,18.0997862377351,21.1628916781807,5.43230536957624,0.0574082362266721,0.0451105907754653,0.00501339442617544,0.0146676743721223,0.122199895800435,0.110575643505639,0.134245142399802,19.5428266196695,17.9140877642506,21.1715654750884,5.27806177240896
"44","Contas","B",-14.27,0.0257967921654803,0.00955815940757159,0.00505968343356666,0.017041340068715,0.0574559750753335,0.0429384303320937,0.0719735198185733,15.7017049472067,11.9263345200965,19.4770753743169,2.97852641918194,0.0354446948530285,0.00716299517334352,0.00225858460590947,0.0120207586874168,0.0568870333196983,0.0378776510430556,0.0777902605228806,14.4862700863338,10.1293060098513,18.8432341628162,2.59547898904067
"45","Copper","D",60.39,0.00065271234631378,0.163296742974789,0.241147890379313,0.0289419983015354,0.434039344001951,0.411713618248119,0.456365069755782,52.8797490101335,50.0536897479146,55.7058082723523,4.93470645452816,0.00511265772372667,0.327720288635671,0.222459627870997,0.0751488783522288,0.630441452582624,0.569281489088031,0.69612688752932,75.0126423157578,69.6067485842931,80.4185360472225,6.24240763864184
"46","Coppermine","D",67.81,0.00109621273618068,0.0213198427773082,0.0161709512284568,0.00371492942967086,0.0423019361716165,0.0383666598153458,0.0462372125278873,8.69611872374535,7.93934561077013,9.45289183672058,3.03097336851849,0.00412147234935476,0.0479580690440571,0.0175786944336425,0.0118434862529624,0.0815017220800167,0.0640403420740803,0.102236679040461,12.0536308442532,10.7841969241649,13.3230647643415,4.98420314002753
"47","Corubal","A",11.78,0.00519078818075167,0.00637465313870399,0.0857271354069535,0.0439658302631745,0.141258406989584,0.126212401620719,0.156304412358448,32.7798263219166,29.3344843985875,36.2251682452457,3.7317902142224,0.00492635376867658,0.0050226941372623,0.0741358177553537,0.0505332764329275,0.13461814209422,0.109888654736393,0.162356343783687,31.2125672918838,25.9212915298459,36.5038430539218,3.7206118532895
"48","Coruh","D",41.6,0.0097404340712417,0.0340770276795799,0.00501666057264128,0.0124744070085642,0.0613085293320271,0.0571430686868713,0.0654739899771829,14.5682338308917,13.5483866630575,15.588080998726,3.78280175432763,0.014916084340025,0.0217738108509031,0.00228115307572816,0.0101335385357529,0.0491045868024091,0.0437491934747077,0.0547097722350918,11.3205217070862,10.2489078856096,12.3921355285628,3.75334429036893
"49","Cunene","C",-17.25,0.0224390302871226,0.0154144531673016,0.000419289231129578,0.00591210772867022,0.044184880414224,0.0384234242789684,0.0499463365494795,14.7190476170387,12.8185117887566,16.6195834453208,2.03334307434475,0.0257418444615473,0.0178398315632523,0.000344311209035612,0.00376105558971701,0.0476870428235522,0.0403090687279407,0.0553206819896315,14.8658325766701,12.7488710779365,16.9827940754037,2.00914126799588
"50","Dalalven","D",60.64,0.00784576362765717,0.046720055266995,0.0173918508454039,0.0126853509955414,0.0846430207355976,0.0793052499099347,0.0899807915612605,9.95513139841575,9.31421709947446,10.596045697357,7.48301532385408,0.0204057271292889,0.0421958940078566,0.0105716298666739,0.0143672992543479,0.0875405502581673,0.0755015346839866,0.101272432931473,10.2730549645295,9.40420051239396,11.1419094166651,7.88945123534032
"51","Daling He","D",40.85,0.000430550687620789,0.00107550665660717,0.00471642939461441,0.00121254392811769,0.00743503066696005,0.00631801048903969,0.00855205084488041,3.12858462577995,2.68821273893818,3.56895651262173,1.84907860109767,0.000709014419281063,0.00154336759103204,0.00722346927634997,0.00222562218280569,0.0117014734694688,0.00977007015663872,0.013680209134995,4.15063461967063,3.5428031365419,4.75846610279935,2.24507100790311
"52","Danube","C",45.22,0.221469938387246,0.389803155536888,0.139851283405,0.13731456669658,0.888438944025714,0.826520788904902,0.950357099146525,254.84539327942,236.65955941376,273.03122714508,3.26486652828573,0.21961432514329,0.240106420262635,0.0727355258325804,0.0991605656583029,0.631616836896809,0.561025582120469,0.708173664387693,186.340592627009,169.896610611968,202.784574642049,3.11185020430634
"53","Daugava","D",57.07,0.039786962696032,0.121503169336525,0.0221165780027805,0.0302216531926516,0.21362836322799,0.192751808265017,0.234504918190962,28.646735264141,25.7254721508537,31.5679983774283,6.40312956262563,0.093287433665328,0.0706165307641662,0.0151031772465937,0.0334819860979871,0.212489127774075,0.177916643439452,0.253561341732558,27.8592798309639,24.9195153826853,30.7990442792426,6.68002157007315
"54","Daule Vinces","A",-3.13,0.0377618632323353,0.0352280921812793,0.00397713610105072,0.00161142675008353,0.0785785182647489,0.0730854614994391,0.0840715750300587,17.7291160908668,16.498873454312,18.9593587274217,3.77204856761098,0.0474524967541539,0.0449263179156107,0.0059213665908042,0.00231893595713176,0.100619117217701,0.0911013296520668,0.110552053381566,22.6152195831254,20.6723172355398,24.558121930711,3.93458736124464
"55","De Grey","B",-19.97,0.000833445838724027,0.00158738902986396,0.000254426008555377,1.70810794344396e-05,0.0026923419565778,0.00169437313858048,0.00369031077457512,1.27707691759205,0.842548395957983,1.71160543922612,0.666149039541818,0.000713565346201086,0.00111686730280668,7.37669831779365e-05,1.18350218104722e-06,0.00190538313436674,0.00120362549716316,0.00265416936035016,0.980563321741947,0.657461462878845,1.30366518060505,0.586204890679947
"56","Delaware","D",39.39,0.0150630136616031,0.0157756676874801,0.00204079296488495,0.00425361242990672,0.0371330867438749,0.0338408570534451,0.0404253164343046,11.2032415405427,10.1644408597856,12.2420422212997,2.74569845955683,0.01900674027978,0.0144400527251359,0.00183878669846661,0.00439425372706099,0.0396798334304435,0.0355252001742384,0.0439364649853892,11.3831904523389,10.24326059159,12.5231203130879,2.83902551992343
